,GISJOIN,REGION,POP
21441,G06009502532061,Bay Area,1754
21442,G06009502532062,Bay Area,1482
21443,G06009502533001,Bay Area,1832
21444,G06009502533002,Bay Area,816
21445,G06009502534021,Bay Area,1751
21446,G06009502534022,Bay Area,667
21447,G06009502534023,Bay Area,1362
21448,G06009502534024,Bay Area,3501
21449,G06009502534025,Bay Area,1062
21450,G06009502534031,Bay Area,1816
21451,G06009502534032,Bay Area,1352
21452,G06009502534033,Bay Area,1823
21453,G06009502534041,Bay Area,1986
21454,G06009502534042,Bay Area,1149
21455,G06009502534043,Bay Area,1721
21456,G06009502534044,Bay Area,2038
21457,G06009502535001,Bay Area,5374
21458,G06009502535002,Bay Area,1870
21459,G06009502535003,Bay Area,1350
21460,G06009502535004,Bay Area,2082
21461,G06009509800001,Bay Area,0
21462,G06009701501001,Bay Area,1637
21463,G06009701501002,Bay Area,728
21464,G06009701501003,Bay Area,266
21465,G06009701502021,Bay Area,849
21466,G06009701502022,Bay Area,762
21467,G06009701502023,Bay Area,430
21468,G06009701502024,Bay Area,1418
21469,G06009701502025,Bay Area,1468
21470,G06009701502031,Bay Area,1815
21471,G06009701502032,Bay Area,1259
21472,G06009701502033,Bay Area,1487
21473,G06009701502041,Bay Area,943
21474,G06009701502042,Bay Area,1573
21475,G06009701502043,Bay Area,1117
21476,G06009701503031,Bay Area,715
21477,G06009701503032,Bay Area,1247
21478,G06009701503033,Bay Area,776
21479,G06009701503034,Bay Area,1755
21480,G06009701503041,Bay Area,1327
21481,G06009701503042,Bay Area,1764
21482,G06009701503043,Bay Area,1376
21483,G06009701503044,Bay Area,1143
21484,G06009701503051,Bay Area,1055
21485,G06009701503052,Bay Area,1878
21486,G06009701503053,Bay Area,2236
21487,G06009701503054,Bay Area,1014
21488,G06009701503061,Bay Area,1080
21489,G06009701503062,Bay Area,1139
21490,G06009701503063,Bay Area,2006
21491,G06009701505001,Bay Area,209
21492,G06009701505002,Bay Area,382
21493,G06009701505003,Bay Area,1722
21494,G06009701505004,Bay Area,633
21495,G06009701505005,Bay Area,1102
21496,G06009701505006,Bay Area,734
21497,G06009701506011,Bay Area,1518
21498,G06009701506012,Bay Area,857
21499,G06009701506013,Bay Area,1250
21500,G06009701506014,Bay Area,788
21501,G06009701506021,Bay Area,853
21502,G06009701506022,Bay Area,853
21503,G06009701506023,Bay Area,1320
21504,G06009701506024,Bay Area,1245
21505,G06009701506031,Bay Area,1633
21506,G06009701506032,Bay Area,1258
21507,G06009701506033,Bay Area,843
21508,G06009701506034,Bay Area,1696
21509,G06009701506035,Bay Area,1240
21510,G06009701506036,Bay Area,1021
21511,G06009701506071,Bay Area,1019
21512,G06009701506072,Bay Area,521
21513,G06009701506073,Bay Area,3605
21514,G06009701506091,Bay Area,1858
21515,G06009701506092,Bay Area,1227
21516,G06009701506093,Bay Area,798
21517,G06009701506094,Bay Area,1150
21518,G06009701506101,Bay Area,1094
21519,G06009701506102,Bay Area,2282
21520,G06009701506103,Bay Area,607
21521,G06009701506111,Bay Area,2596
21522,G06009701506112,Bay Area,818
21523,G06009701506113,Bay Area,733
21524,G06009701506121,Bay Area,2886
21525,G06009701506122,Bay Area,1790
21526,G06009701507011,Bay Area,1755
21527,G06009701507012,Bay Area,1233
21528,G06009701507013,Bay Area,861
21529,G06009701507014,Bay Area,1090
21530,G06009701507021,Bay Area,1659
21531,G06009701507022,Bay Area,953
21532,G06009701507023,Bay Area,1368
21533,G06009701507024,Bay Area,935
21534,G06009701508001,Bay Area,634
21535,G06009701508002,Bay Area,1190
21536,G06009701508003,Bay Area,950
21537,G06009701508004,Bay Area,2627
21538,G06009701509011,Bay Area,1047
21539,G06009701509012,Bay Area,686
21540,G06009701509013,Bay Area,950
21541,G06009701509014,Bay Area,812
21542,G06009701509015,Bay Area,1558
21543,G06009701509021,Bay Area,1291
21544,G06009701509022,Bay Area,749
21545,G06009701509023,Bay Area,919
21546,G06009701509024,Bay Area,464
21547,G06009701510001,Bay Area,1331
21548,G06009701510002,Bay Area,1120
21549,G06009701510003,Bay Area,1517
21550,G06009701511001,Bay Area,2132
21551,G06009701511002,Bay Area,2294
21552,G06009701511003,Bay Area,1193
21553,G06009701512011,Bay Area,1283
21554,G06009701512012,Bay Area,1596
21555,G06009701512013,Bay Area,1256
21556,G06009701512014,Bay Area,1663
21557,G06009701512015,Bay Area,1271
21558,G06009701512031,Bay Area,1018
21559,G06009701512032,Bay Area,1166
21560,G06009701512033,Bay Area,884
21561,G06009701512034,Bay Area,1392
21562,G06009701512041,Bay Area,1244
21563,G06009701512042,Bay Area,923
21564,G06009701512043,Bay Area,820
21565,G06009701513011,Bay Area,1398
21566,G06009701513012,Bay Area,1423
21567,G06009701513013,Bay Area,2149
21568,G06009701513051,Bay Area,2174
21569,G06009701513052,Bay Area,750
21570,G06009701513053,Bay Area,2080
21571,G06009701513054,Bay Area,1034
21572,G06009701513061,Bay Area,436
21573,G06009701513062,Bay Area,772
21574,G06009701513063,Bay Area,1295
21575,G06009701513064,Bay Area,1338
21576,G06009701513071,Bay Area,2026
21577,G06009701513072,Bay Area,894
21578,G06009701513073,Bay Area,1725
21579,G06009701513074,Bay Area,1138
21580,G06009701513081,Bay Area,750
21581,G06009701513082,Bay Area,2209
21582,G06009701513083,Bay Area,341
21583,G06009701513084,Bay Area,464
21584,G06009701513085,Bay Area,1355
21585,G06009701513091,Bay Area,1133
21586,G06009701513092,Bay Area,2882
21587,G06009701513093,Bay Area,1722
21588,G06009701513101,Bay Area,552
21589,G06009701513102,Bay Area,1741
21590,G06009701513103,Bay Area,1292
21591,G06009701513104,Bay Area,2131
21592,G06009701513111,Bay Area,1726
21593,G06009701513112,Bay Area,1124
21594,G06009701513113,Bay Area,1681
21595,G06009701513114,Bay Area,991
21596,G06009701513115,Bay Area,1053
21597,G06009701514011,Bay Area,4776
21598,G06009701514012,Bay Area,1924
21599,G06009701514013,Bay Area,1350
21600,G06009701514021,Bay Area,2102
21601,G06009701514022,Bay Area,2925
21602,G06009701514023,Bay Area,2398
21603,G06009701514024,Bay Area,832
21604,G06009701514025,Bay Area,1596
21605,G06009701515021,Bay Area,1926
21606,G06009701515022,Bay Area,753
21607,G06009701515023,Bay Area,1011
21608,G06009701515024,Bay Area,557
21609,G06009701515025,Bay Area,847
21610,G06009701515026,Bay Area,1975
21611,G06009701515031,Bay Area,1190
21612,G06009701515032,Bay Area,842
21613,G06009701515033,Bay Area,1416
21614,G06009701515041,Bay Area,1087
21615,G06009701515042,Bay Area,1265
21616,G06009701515043,Bay Area,1202
21617,G06009701516011,Bay Area,761
21618,G06009701516012,Bay Area,1141
21619,G06009701516013,Bay Area,1111
21620,G06009701516021,Bay Area,796
21621,G06009701516022,Bay Area,845
21622,G06009701516023,Bay Area,1344
21623,G06009701517001,Bay Area,596
21624,G06009701517002,Bay Area,886
21625,G06009701517003,Bay Area,1870
21626,G06009701517004,Bay Area,1600
21627,G06009701517005,Bay Area,1478
21628,G06009701517006,Bay Area,1027
21629,G06009701518001,Bay Area,1314
21630,G06009701518002,Bay Area,371
21631,G06009701518003,Bay Area,682
21632,G06009701518004,Bay Area,2020
21633,G06009701518005,Bay Area,461
21634,G06009701519001,Bay Area,865
21635,G06009701519002,Bay Area,850
21636,G06009701519003,Bay Area,553
21637,G06009701519004,Bay Area,1018
21638,G06009701520001,Bay Area,1130
21639,G06009701520002,Bay Area,850
21640,G06009701521001,Bay Area,1540
21641,G06009701521002,Bay Area,704
21642,G06009701521003,Bay Area,892
21643,G06009701522011,Bay Area,824
21644,G06009701522012,Bay Area,1325
21645,G06009701522013,Bay Area,1102
21646,G06009701522014,Bay Area,686
21647,G06009701522021,Bay Area,762
21648,G06009701522022,Bay Area,2071
21649,G06009701522023,Bay Area,1530
21650,G06009701522024,Bay Area,623
21651,G06009701522025,Bay Area,1524
21652,G06009701522031,Bay Area,654
21653,G06009701522032,Bay Area,743
21654,G06009701522033,Bay Area,1102
21655,G06009701522034,Bay Area,1036
21656,G06009701523001,Bay Area,1463
21657,G06009701523002,Bay Area,988
21658,G06009701523003,Bay Area,1039
21659,G06009701523004,Bay Area,625
21660,G06009701524001,Bay Area,1836
21661,G06009701524002,Bay Area,1655
21662,G06009701524003,Bay Area,1291
21663,G06009701524004,Bay Area,2188
21664,G06009701524005,Bay Area,1397
21665,G06009701525011,Bay Area,1713
21666,G06009701525012,Bay Area,1692
21667,G06009701525013,Bay Area,947
21668,G06009701525021,Bay Area,1790
21669,G06009701525022,Bay Area,1276
21670,G06009701525023,Bay Area,716
21671,G06009701526001,Bay Area,1302
21672,G06009701526002,Bay Area,2966
21673,G06009701526003,Bay Area,1331
21674,G06009701526004,Bay Area,1154
21675,G06009701526005,Bay Area,1103
21676,G06009701526006,Bay Area,275
21677,G06009701527011,Bay Area,969
21678,G06009701527012,Bay Area,649
21679,G06009701527013,Bay Area,845
21680,G06009701527014,Bay Area,1213
21681,G06009701527015,Bay Area,1128
21682,G06009701527021,Bay Area,746
21683,G06009701527022,Bay Area,916
21684,G06009701527023,Bay Area,540
21685,G06009701527024,Bay Area,2578
21686,G06009701527025,Bay Area,562
21687,G06009701528011,Bay Area,1610
21688,G06009701528012,Bay Area,933
21689,G06009701528013,Bay Area,1161
21690,G06009701528014,Bay Area,407
21691,G06009701528015,Bay Area,520
21692,G06009701528021,Bay Area,1015
21693,G06009701528022,Bay Area,1655
21694,G06009701528023,Bay Area,968
21695,G06009701528024,Bay Area,2786
21696,G06009701528025,Bay Area,1140
21697,G06009701529031,Bay Area,668
21698,G06009701529032,Bay Area,2233
21699,G06009701529033,Bay Area,1142
21700,G06009701529034,Bay Area,1445
21701,G06009701529041,Bay Area,1839
21702,G06009701529042,Bay Area,922
21703,G06009701529043,Bay Area,1286
21704,G06009701529044,Bay Area,1412
21705,G06009701529051,Bay Area,1216
21706,G06009701529052,Bay Area,1707
21707,G06009701529053,Bay Area,1535
21708,G06009701529061,Bay Area,3683
21709,G06009701529062,Bay Area,1893
21710,G06009701530011,Bay Area,2035
21711,G06009701530012,Bay Area,1550
21712,G06009701530013,Bay Area,3562
21713,G06009701530021,Bay Area,1391
21714,G06009701530022,Bay Area,2740
21715,G06009701530023,Bay Area,844
21716,G06009701530024,Bay Area,862
21717,G06009701530025,Bay Area,1027
21718,G06009701530031,Bay Area,1362
21719,G06009701530032,Bay Area,816
21720,G06009701530033,Bay Area,1570
21721,G06009701530034,Bay Area,1921
21722,G06009701530051,Bay Area,1571
21723,G06009701530052,Bay Area,535
21724,G06009701530053,Bay Area,1215
21725,G06009701530054,Bay Area,838
21726,G06009701530055,Bay Area,1946
21727,G06009701530056,Bay Area,1102
21728,G06009701530061,Bay Area,547
21729,G06009701530062,Bay Area,567
21730,G06009701530063,Bay Area,1075
21731,G06009701530064,Bay Area,3209
21732,G06009701530065,Bay Area,1617
21733,G06009701530066,Bay Area,1184
21734,G06009701531021,Bay Area,1423
21735,G06009701531022,Bay Area,1935
21736,G06009701531023,Bay Area,1450
21737,G06009701531024,Bay Area,1168
21738,G06009701531031,Bay Area,2109
21739,G06009701531032,Bay Area,1456
21740,G06009701531033,Bay Area,942
21741,G06009701531041,Bay Area,2525
21742,G06009701531042,Bay Area,482
21743,G06009701531043,Bay Area,942
21744,G06009701532001,Bay Area,824
21745,G06009701532002,Bay Area,854
21746,G06009701532003,Bay Area,1736
21747,G06009701532004,Bay Area,4913
21748,G06009701533001,Bay Area,3444
21749,G06009701533002,Bay Area,715
21750,G06009701533003,Bay Area,1808
21751,G06009701533004,Bay Area,6418
21752,G06009701534011,Bay Area,880
21753,G06009701534012,Bay Area,1328
21754,G06009701534013,Bay Area,1095
21755,G06009701534014,Bay Area,1261
21756,G06009701534015,Bay Area,917
21757,G06009701534016,Bay Area,892
21758,G06009701534031,Bay Area,1405
21759,G06009701534032,Bay Area,1140
21760,G06009701534033,Bay Area,803
21761,G06009701534034,Bay Area,562
21762,G06009701534041,Bay Area,901
21763,G06009701534042,Bay Area,1462
21764,G06009701534043,Bay Area,819
21765,G06009701534044,Bay Area,1200
21766,G06009701535011,Bay Area,1272
21767,G06009701535012,Bay Area,1155
21768,G06009701535013,Bay Area,1125
21769,G06009701535014,Bay Area,1264
21770,G06009701535021,Bay Area,901
21771,G06009701535022,Bay Area,612
21772,G06009701535023,Bay Area,1045
21773,G06009701535024,Bay Area,1708
21774,G06009701536001,Bay Area,1049
21775,G06009701536002,Bay Area,1227
21776,G06009701536003,Bay Area,1302
21777,G06009701536004,Bay Area,1110
21778,G06009701536005,Bay Area,1577
21779,G06009701537031,Bay Area,1275
21780,G06009701537032,Bay Area,509
21781,G06009701537033,Bay Area,526
21782,G06009701537034,Bay Area,620
21783,G06009701537035,Bay Area,576
21784,G06009701537041,Bay Area,744
21785,G06009701537042,Bay Area,743
21786,G06009701537043,Bay Area,849
21787,G06009701537044,Bay Area,1735
21788,G06009701537051,Bay Area,584
21789,G06009701537052,Bay Area,722
21790,G06009701537053,Bay Area,1344
21791,G06009701537054,Bay Area,1286
21792,G06009701537061,Bay Area,686
21793,G06009701537062,Bay Area,1312
21794,G06009701537063,Bay Area,1668
21795,G06009701537064,Bay Area,774
21796,G06009701538011,Bay Area,1311
21797,G06009701538012,Bay Area,4999
21798,G06009701538013,Bay Area,1571
21799,G06009701538014,Bay Area,2382
21800,G06009701538041,Bay Area,1626
21801,G06009701538042,Bay Area,1908
21802,G06009701538061,Bay Area,649
21803,G06009701538062,Bay Area,1434
21804,G06009701538063,Bay Area,1161
21805,G06009701538071,Bay Area,872
21806,G06009701538072,Bay Area,2587
21807,G06009701538081,Bay Area,1146
21808,G06009701538082,Bay Area,1191
21809,G06009701538083,Bay Area,2056
21810,G06009701538091,Bay Area,1258
21811,G06009701538092,Bay Area,2300
21812,G06009701538093,Bay Area,830
21813,G06009701539011,Bay Area,1043
21814,G06009701539012,Bay Area,1144
21815,G06009701539013,Bay Area,2219
21816,G06009701539014,Bay Area,560
21817,G06009701539021,Bay Area,1665
21818,G06009701539022,Bay Area,706
21819,G06009701539023,Bay Area,1026
21820,G06009701539024,Bay Area,1220
21821,G06009701539031,Bay Area,787
21822,G06009701539032,Bay Area,803
21823,G06009701539033,Bay Area,995
21824,G06009701539034,Bay Area,1291
21825,G06009701540001,Bay Area,654
21826,G06009701540002,Bay Area,682
21827,G06009701540003,Bay Area,1270
21828,G06009701541001,Bay Area,621
21829,G06009701541002,Bay Area,1270
21830,G06009701541003,Bay Area,869
21831,G06009701541004,Bay Area,884
21832,G06009701542011,Bay Area,1372
21833,G06009701542012,Bay Area,621
21834,G06009701542013,Bay Area,825
21835,G06009701542014,Bay Area,1141
21836,G06009701542021,Bay Area,4038
21837,G06009701542022,Bay Area,1138
21838,G06009701542023,Bay Area,874
21839,G06009701543021,Bay Area,743
21840,G06009701543022,Bay Area,953
21841,G06009701543023,Bay Area,1311
21842,G06009701543024,Bay Area,841
21843,G06009701543031,Bay Area,748
21844,G06009701543032,Bay Area,780
21845,G06009701543041,Bay Area,837
21846,G06009701543042,Bay Area,570
21847,G06009701543043,Bay Area,1048
21848,G06009900001011,Central Valley,1540
21849,G06009900001012,Central Valley,999
21850,G06009900001013,Central Valley,1673
21851,G06009900001014,Central Valley,1118
21852,G06009900001021,Central Valley,1059
21853,G06009900001022,Central Valley,1884
21854,G06009900001023,Central Valley,1193
21855,G06009900002011,Central Valley,1474
21856,G06009900002012,Central Valley,1712
21857,G06009900002013,Central Valley,808
21858,G06009900002014,Central Valley,792
21859,G06009900002015,Central Valley,1035
21860,G06009900002021,Central Valley,1179
21861,G06009900002022,Central Valley,5195
21862,G06009900002023,Central Valley,1589
21863,G06009900002031,Central Valley,1942
21864,G06009900002032,Central Valley,887
21865,G06009900002033,Central Valley,1783
21866,G06009900002034,Central Valley,3006
