,GISJOIN,REGION,POP
20687,G06008505120201,Bay Area,999
20688,G06008505120202,Bay Area,2378
20689,G06008505120203,Bay Area,4448
20690,G06008505120211,Bay Area,1205
20691,G06008505120212,Bay Area,1845
20692,G06008505120213,Bay Area,1153
20693,G06008505120214,Bay Area,2288
20694,G06008505120221,Bay Area,1509
20695,G06008505120222,Bay Area,2312
20696,G06008505120223,Bay Area,1702
20697,G06008505120231,Bay Area,1942
20698,G06008505120232,Bay Area,1547
20699,G06008505120233,Bay Area,2064
20700,G06008505120241,Bay Area,3944
20701,G06008505120242,Bay Area,1243
20702,G06008505120251,Bay Area,2192
20703,G06008505120252,Bay Area,932
20704,G06008505120261,Bay Area,2099
20705,G06008505120262,Bay Area,2021
20706,G06008505120271,Bay Area,1691
20707,G06008505120272,Bay Area,3139
20708,G06008505120291,Bay Area,1470
20709,G06008505120292,Bay Area,2706
20710,G06008505120293,Bay Area,666
20711,G06008505120294,Bay Area,1856
20712,G06008505120301,Bay Area,1818
20713,G06008505120302,Bay Area,1532
20714,G06008505120311,Bay Area,935
20715,G06008505120312,Bay Area,1475
20716,G06008505120313,Bay Area,1219
20717,G06008505120314,Bay Area,1032
20718,G06008505120321,Bay Area,1098
20719,G06008505120322,Bay Area,1055
20720,G06008505120323,Bay Area,844
20721,G06008505120331,Bay Area,1352
20722,G06008505120332,Bay Area,5459
20723,G06008505120333,Bay Area,1393
20724,G06008505120334,Bay Area,1680
20725,G06008505120341,Bay Area,2520
20726,G06008505120342,Bay Area,562
20727,G06008505120351,Bay Area,2396
20728,G06008505120352,Bay Area,2528
20729,G06008505120361,Bay Area,5187
20730,G06008505120371,Bay Area,2136
20731,G06008505120372,Bay Area,1280
20732,G06008505120381,Bay Area,3254
20733,G06008505120391,Bay Area,1671
20734,G06008505120392,Bay Area,1738
20735,G06008505120393,Bay Area,1993
20736,G06008505120421,Bay Area,1623
20737,G06008505120422,Bay Area,1397
20738,G06008505120431,Bay Area,3537
20739,G06008505120432,Bay Area,3046
20740,G06008505120451,Bay Area,2285
20741,G06008505120452,Bay Area,1244
20742,G06008505120453,Bay Area,586
20743,G06008505120454,Bay Area,1538
20744,G06008505120471,Bay Area,2053
20745,G06008505120472,Bay Area,2036
20746,G06008505120473,Bay Area,1719
20747,G06008505120521,Bay Area,1033
20748,G06008505120522,Bay Area,2020
20749,G06008505120523,Bay Area,1420
20750,G06008505120531,Bay Area,2176
20751,G06008505120532,Bay Area,1278
20752,G06008505120533,Bay Area,997
20753,G06008505121001,Bay Area,1527
20754,G06008505122001,Bay Area,1229
20755,G06008505122002,Bay Area,2630
20756,G06008505123051,Bay Area,3532
20757,G06008505123052,Bay Area,1507
20758,G06008505123071,Bay Area,1784
20759,G06008505123072,Bay Area,2377
20760,G06008505123073,Bay Area,2723
20761,G06008505123081,Bay Area,2542
20762,G06008505123082,Bay Area,3515
20763,G06008505123083,Bay Area,2727
20764,G06008505123091,Bay Area,3002
20765,G06008505123092,Bay Area,2024
20766,G06008505123101,Bay Area,3976
20767,G06008505123102,Bay Area,1074
20768,G06008505123111,Bay Area,4211
20769,G06008505123121,Bay Area,3624
20770,G06008505123131,Bay Area,2648
20771,G06008505123132,Bay Area,1195
20772,G06008505123141,Bay Area,2552
20773,G06008505123142,Bay Area,554
20774,G06008505123143,Bay Area,2778
20775,G06008505123144,Bay Area,638
20776,G06008505124011,Bay Area,2795
20777,G06008505124012,Bay Area,1840
20778,G06008505124021,Bay Area,2945
20779,G06008505124022,Bay Area,1101
20780,G06008505124023,Bay Area,984
20781,G06008505125031,Bay Area,6078
20782,G06008505125032,Bay Area,3027
20783,G06008505125051,Bay Area,5682
20784,G06008505125052,Bay Area,2783
20785,G06008505125061,Bay Area,2434
20786,G06008505125062,Bay Area,1665
20787,G06008505125063,Bay Area,3128
20788,G06008505125081,Bay Area,1653
20789,G06008505125082,Bay Area,3080
20790,G06008505125083,Bay Area,1559
20791,G06008505125084,Bay Area,2059
20792,G06008505125091,Bay Area,3413
20793,G06008505125092,Bay Area,2539
20794,G06008505125101,Bay Area,3175
20795,G06008505125102,Bay Area,1110
20796,G06008505125103,Bay Area,3060
20797,G06008505126021,Bay Area,1071
20798,G06008505126022,Bay Area,1333
20799,G06008505126031,Bay Area,1013
20800,G06008505126032,Bay Area,560
20801,G06008505126033,Bay Area,3061
20802,G06008505126041,Bay Area,2152
20803,G06008505126042,Bay Area,2057
20804,G06008505126043,Bay Area,677
20805,G06008505130001,Bay Area,5880
20806,G06008505130002,Bay Area,1528
20807,G06008505130003,Bay Area,2170
20808,G06008505135001,Bay Area,1202
20809,G06008701001001,Central Coast,864
20810,G06008701001002,Central Coast,1370
20811,G06008701002001,Central Coast,608
20812,G06008701002002,Central Coast,640
20813,G06008701002003,Central Coast,1688
20814,G06008701002004,Central Coast,698
20815,G06008701002005,Central Coast,1139
20816,G06008701002006,Central Coast,1417
20817,G06008701002007,Central Coast,966
20818,G06008701003001,Central Coast,1799
20819,G06008701003002,Central Coast,1764
20820,G06008701004001,Central Coast,2517
20821,G06008701004002,Central Coast,1738
20822,G06008701004003,Central Coast,6231
20823,G06008701005001,Central Coast,900
20824,G06008701005002,Central Coast,3092
20825,G06008701005003,Central Coast,2448
20826,G06008701006001,Central Coast,1665
20827,G06008701006002,Central Coast,1379
20828,G06008701006003,Central Coast,621
20829,G06008701007001,Central Coast,1057
20830,G06008701007002,Central Coast,958
20831,G06008701008001,Central Coast,1674
20832,G06008701008002,Central Coast,510
20833,G06008701008003,Central Coast,921
20834,G06008701008004,Central Coast,2146
20835,G06008701008005,Central Coast,902
20836,G06008701008006,Central Coast,455
20837,G06008701009001,Central Coast,1192
20838,G06008701009002,Central Coast,1710
20839,G06008701009003,Central Coast,870
20840,G06008701009004,Central Coast,286
20841,G06008701009005,Central Coast,339
20842,G06008701010001,Central Coast,1317
20843,G06008701010002,Central Coast,580
20844,G06008701010003,Central Coast,901
20845,G06008701010004,Central Coast,1434
20846,G06008701010005,Central Coast,320
20847,G06008701010006,Central Coast,2146
20848,G06008701010007,Central Coast,1383
20849,G06008701011001,Central Coast,1117
20850,G06008701011002,Central Coast,678
20851,G06008701011003,Central Coast,579
20852,G06008701011004,Central Coast,1930
20853,G06008701011005,Central Coast,1263
20854,G06008701012001,Central Coast,1315
20855,G06008701012002,Central Coast,983
20856,G06008701012003,Central Coast,876
20857,G06008701101001,Central Coast,2136
20858,G06008701101002,Central Coast,1210
20859,G06008701101003,Central Coast,1489
20860,G06008701101004,Central Coast,2925
20861,G06008701102001,Central Coast,1749
20862,G06008701102002,Central Coast,1217
20863,G06008701102003,Central Coast,1631
20864,G06008701102004,Central Coast,1296
20865,G06008701102005,Central Coast,2064
20866,G06008701103001,Central Coast,1144
20867,G06008701103002,Central Coast,1369
20868,G06008701103003,Central Coast,1846
20869,G06008701103004,Central Coast,2916
20870,G06008701104001,Central Coast,1838
20871,G06008701104002,Central Coast,1285
20872,G06008701104003,Central Coast,1256
20873,G06008701104004,Central Coast,3698
20874,G06008701105011,Central Coast,2768
20875,G06008701105012,Central Coast,2604
20876,G06008701105013,Central Coast,1388
20877,G06008701105014,Central Coast,1834
20878,G06008701105021,Central Coast,2571
20879,G06008701105022,Central Coast,1879
20880,G06008701105023,Central Coast,1973
20881,G06008701106001,Central Coast,1340
20882,G06008701106002,Central Coast,1238
20883,G06008701106003,Central Coast,2516
20884,G06008701106004,Central Coast,1471
20885,G06008701106005,Central Coast,1676
20886,G06008701107001,Central Coast,1226
20887,G06008701107002,Central Coast,1125
20888,G06008701107003,Central Coast,808
20889,G06008701202001,Bay Area,3169
20890,G06008701202002,Central Coast,1515
20891,G06008701203011,Central Coast,2153
20892,G06008701203012,Central Coast,1270
20893,G06008701203013,Central Coast,1889
20894,G06008701203021,Central Coast,774
20895,G06008701203022,Central Coast,1006
20896,G06008701203023,Central Coast,1274
20897,G06008701204001,Central Coast,1058
20898,G06008701204002,Central Coast,1213
20899,G06008701204003,Central Coast,1416
20900,G06008701204004,Central Coast,1197
20901,G06008701205001,Bay Area,632
20902,G06008701205002,Bay Area,1491
20903,G06008701205003,Bay Area,1922
20904,G06008701205004,Bay Area,1203
20905,G06008701205005,Bay Area,490
20906,G06008701206001,Central Coast,720
20907,G06008701206002,Central Coast,944
20908,G06008701206003,Central Coast,521
20909,G06008701206004,Central Coast,1612
20910,G06008701206005,Central Coast,984
20911,G06008701207001,Central Coast,1259
20912,G06008701207002,Central Coast,1616
20913,G06008701207003,Central Coast,1432
20914,G06008701208001,Central Coast,2251
20915,G06008701208002,Central Coast,2149
20916,G06008701208003,Central Coast,1379
20917,G06008701209001,Central Coast,2791
20918,G06008701209002,Central Coast,1508
20919,G06008701209003,Central Coast,2827
20920,G06008701209004,Central Coast,1620
20921,G06008701210001,Bay Area,2088
20922,G06008701210002,Bay Area,631
20923,G06008701210003,Central Coast,859
20924,G06008701211001,Central Coast,860
20925,G06008701211002,Central Coast,2369
20926,G06008701212001,Central Coast,930
20927,G06008701212002,Central Coast,1492
20928,G06008701212003,Central Coast,2113
20929,G06008701212004,Central Coast,1116
20930,G06008701212005,Central Coast,896
20931,G06008701213001,Central Coast,1695
20932,G06008701213002,Central Coast,503
20933,G06008701213003,Central Coast,832
20934,G06008701213004,Central Coast,1241
20935,G06008701214011,Central Coast,949
20936,G06008701214012,Central Coast,1806
20937,G06008701214021,Central Coast,1251
20938,G06008701214022,Central Coast,2461
20939,G06008701214023,Central Coast,597
20940,G06008701214031,Central Coast,2324
20941,G06008701214032,Central Coast,649
20942,G06008701214033,Central Coast,409
20943,G06008701215001,Central Coast,470
20944,G06008701215002,Central Coast,1979
20945,G06008701215003,Central Coast,1030
20946,G06008701215004,Central Coast,921
20947,G06008701215005,Central Coast,796
20948,G06008701216001,Central Coast,1000
20949,G06008701216002,Central Coast,863
20950,G06008701216003,Central Coast,1597
20951,G06008701216004,Central Coast,1540
20952,G06008701216005,Central Coast,1578
20953,G06008701217001,Central Coast,2527
20954,G06008701217002,Central Coast,437
20955,G06008701217003,Central Coast,533
20956,G06008701217004,Central Coast,1895
20957,G06008701217005,Central Coast,1358
20958,G06008701217006,Central Coast,637
20959,G06008701218001,Central Coast,908
20960,G06008701218002,Central Coast,1707
20961,G06008701218003,Central Coast,1065
20962,G06008701218004,Central Coast,672
20963,G06008701220011,Central Coast,1331
20964,G06008701220012,Central Coast,746
20965,G06008701220013,Central Coast,867
20966,G06008701220014,Central Coast,330
20967,G06008701220015,Central Coast,1652
20968,G06008701220021,Central Coast,2045
20969,G06008701220022,Central Coast,1208
20970,G06008701220031,Central Coast,1457
20971,G06008701220032,Central Coast,1128
20972,G06008701220033,Central Coast,2881
20973,G06008701220034,Central Coast,1114
20974,G06008701220035,Central Coast,668
20975,G06008701221001,Central Coast,701
20976,G06008701221002,Central Coast,1409
20977,G06008701221003,Central Coast,1176
20978,G06008701222011,Central Coast,918
20979,G06008701222012,Central Coast,923
20980,G06008701222013,Central Coast,821
20981,G06008701222014,Central Coast,910
20982,G06008701222015,Central Coast,773
20983,G06008701222016,Central Coast,1465
20984,G06008701222017,Central Coast,696
20985,G06008701222021,Central Coast,2328
20986,G06008701222031,Central Coast,2451
20987,G06008701222032,Central Coast,1520
20988,G06008701223001,Central Coast,1110
20989,G06008701223002,Central Coast,923
20990,G06008701223003,Central Coast,1763
20991,G06008701224001,Bay Area,1670
20992,G06008701224002,Central Coast,1317
20993,G06008701224003,Central Coast,1847
20994,G06008701224004,Central Coast,607
20995,G06008701224005,Central Coast,691
20996,G06008701224006,Central Coast,1115
20997,G06008701225001,Central Coast,1957
20998,G06008701225002,Central Coast,2199
20999,G06008701225003,Central Coast,874
21000,G06008701225004,Central Coast,1958
21001,G06008701231001,Central Coast,1668
21002,G06008701231002,Central Coast,1525
21003,G06008701233001,Bay Area,1479
21004,G06008900101001,Northern California,914
21005,G06008900101002,Northern California,744
21006,G06008900102001,Northern California,2325
21007,G06008900103001,Northern California,1719
21008,G06008900103002,Northern California,2610
21009,G06008900104001,Northern California,1144
21010,G06008900104002,Northern California,1120
21011,G06008900104003,Northern California,816
21012,G06008900104004,Northern California,1186
21013,G06008900105001,Northern California,1992
21014,G06008900105002,Northern California,1820
21015,G06008900105003,Northern California,2000
21016,G06008900106011,Northern California,1175
21017,G06008900106012,Northern California,1122
21018,G06008900106021,Northern California,1191
21019,G06008900106022,Northern California,977
21020,G06008900106023,Northern California,1765
21021,G06008900106024,Northern California,1346
21022,G06008900106031,Northern California,367
21023,G06008900106032,Northern California,1110
21024,G06008900107021,Northern California,1876
21025,G06008900107022,Northern California,1683
21026,G06008900107031,Northern California,967
21027,G06008900107032,Northern California,2275
21028,G06008900107041,Northern California,1272
21029,G06008900107042,Northern California,852
21030,G06008900107043,Northern California,1832
21031,G06008900108031,Northern California,2165
21032,G06008900108032,Northern California,1314
21033,G06008900108033,Northern California,2491
21034,G06008900108041,Northern California,1324
21035,G06008900108042,Northern California,1336
21036,G06008900108051,Northern California,1087
21037,G06008900108052,Northern California,3840
21038,G06008900108061,Northern California,1867
21039,G06008900108062,Northern California,936
21040,G06008900108071,Northern California,1820
21041,G06008900108072,Northern California,2823
21042,G06008900109001,Northern California,2167
21043,G06008900109002,Northern California,1876
21044,G06008900110011,Northern California,840
21045,G06008900110012,Northern California,945
21046,G06008900110021,Northern California,1209
21047,G06008900110022,Northern California,862
21048,G06008900110023,Northern California,1320
21049,G06008900110024,Northern California,1677
21050,G06008900111001,Northern California,1545
21051,G06008900111002,Northern California,1631
21052,G06008900112091,Northern California,1695
21053,G06008900112092,Northern California,2254
21054,G06008900112093,Northern California,1135
21055,G06008900112094,Northern California,1461
21056,G06008900113001,Northern California,1135
21057,G06008900113002,Northern California,1506
21058,G06008900113003,Northern California,1092
21059,G06008900113004,Northern California,1172
21060,G06008900114011,Northern California,1427
21061,G06008900114012,Northern California,1129
21062,G06008900114013,Northern California,1470
21063,G06008900114021,Northern California,1710
21064,G06008900114022,Northern California,1716
21065,G06008900114031,Northern California,1638
21066,G06008900114032,Northern California,1247
21067,G06008900115001,Northern California,1115
21068,G06008900115002,Northern California,1456
21069,G06008900115003,Northern California,1463
21070,G06008900115004,Northern California,1638
21071,G06008900116001,Northern California,859
21072,G06008900116002,Northern California,1625
21073,G06008900116003,Northern California,1223
21074,G06008900117011,Northern California,602
21075,G06008900117012,Northern California,1803
21076,G06008900117021,Northern California,1079
21077,G06008900117022,Northern California,1582
21078,G06008900117023,Northern California,818
21079,G06008900117031,Northern California,941
21080,G06008900117032,Northern California,1084
21081,G06008900117033,Northern California,1301
21082,G06008900118011,Northern California,1257
21083,G06008900118012,Northern California,988
21084,G06008900118021,Northern California,879
21085,G06008900118022,Northern California,1736
21086,G06008900118031,Northern California,850
21087,G06008900118032,Northern California,852
21088,G06008900118033,Northern California,979
21089,G06008900119001,Northern California,1236
21090,G06008900119002,Northern California,1061
21091,G06008900119003,Northern California,853
21092,G06008900119004,Northern California,1234
21093,G06008900120001,Northern California,692
21094,G06008900120002,Northern California,975
21095,G06008900120003,Northern California,1223
21096,G06008900120004,Northern California,1788
21097,G06008900121011,Northern California,1354
21098,G06008900121012,Northern California,1439
21099,G06008900121013,Northern California,1769
21100,G06008900121021,Northern California,883
21101,G06008900121022,Northern California,1214
21102,G06008900122001,Northern California,2424
21103,G06008900122002,Central Valley,801
21104,G06008900122003,Northern California,841
21105,G06008900122004,Northern California,2007
21106,G06008900123011,Northern California,1412
21107,G06008900123012,Northern California,1168
21108,G06008900123021,Northern California,1074
21109,G06008900123022,Northern California,613
21110,G06008900123023,Northern California,1280
21111,G06008900123024,Northern California,2332
21112,G06008900123031,Central Valley,2277
21113,G06008900123032,Northern California,1765
21114,G06008900124001,Northern California,1005
21115,G06008900124002,Central Valley,975
21116,G06008900124003,Northern California,1595
21117,G06008900125001,Northern California,634
21118,G06008900125002,Northern California,1036
21119,G06008900126011,Northern California,1887
21120,G06008900126012,Northern California,1440
21121,G06008900126013,Northern California,1796
21122,G06008900126031,Central Valley,891
21123,G06008900126032,Northern California,1229
21124,G06008900126033,Northern California,1017
21125,G06008900126034,Central Valley,1038
21126,G06008900126041,Northern California,841
21127,G06008900126042,Northern California,1266
21128,G06008900127011,Northern California,1801
21129,G06008900127012,Northern California,732
21130,G06008900127013,Northern California,1768
21131,G06008900127014,Northern California,580
21132,G06008900127021,Northern California,547
21133,G06008900127022,Northern California,1358
21134,G06008900127023,Northern California,869
21135,G06009100100001,Northern California,810
21136,G06009100100002,Sierra Nevada,781
21137,G06009100100003,Central Valley,525
21138,G06009100100004,Central Valley,547
21139,G06009100100005,Sierra Nevada,377
21140,G06009300001001,Northern California,1076
21141,G06009300002001,Northern California,1711
21142,G06009300003001,Northern California,1831
21143,G06009300003002,Northern California,1028
21144,G06009300003003,Northern California,1080
21145,G06009300004001,Northern California,656
21146,G06009300005001,Northern California,805
21147,G06009300005002,Northern California,438
21148,G06009300005003,Northern California,591
21149,G06009300006001,Northern California,1733
21150,G06009300007011,Northern California,917
21151,G06009300007012,Northern California,891
21152,G06009300007013,Northern California,1061
21153,G06009300007014,Northern California,908
21154,G06009300007021,Northern California,1857
21155,G06009300007022,Northern California,2579
21156,G06009300007031,Northern California,462
21157,G06009300007032,Northern California,1217
21158,G06009300007033,Northern California,1675
21159,G06009300008001,Northern California,2321
21160,G06009300008002,Northern California,506
21161,G06009300008003,Northern California,798
21162,G06009300009001,Northern California,584
21163,G06009300009002,Northern California,1490
21164,G06009300009003,Northern California,716
21165,G06009300009004,Northern California,3266
21166,G06009300009005,Northern California,934
21167,G06009300009006,Northern California,520
21168,G06009300010001,Northern California,528
21169,G06009300010002,Northern California,1192
21170,G06009300010003,Northern California,1528
21171,G06009300010004,Northern California,1628
21172,G06009300010005,Northern California,1668
21173,G06009300011001,Northern California,346
21174,G06009300011002,Northern California,782
21175,G06009300011003,Northern California,884
21176,G06009300012001,Northern California,1261
21177,G06009502501031,Bay Area,1471
21178,G06009502501032,Bay Area,2296
21179,G06009502501033,Bay Area,1106
21180,G06009502501041,Bay Area,1022
21181,G06009502501042,Bay Area,1211
21182,G06009502501051,Bay Area,1688
21183,G06009502501052,Bay Area,2908
21184,G06009502501053,Bay Area,2059
21185,G06009502501061,Bay Area,2005
21186,G06009502501062,Bay Area,2536
21187,G06009502502001,Bay Area,1790
21188,G06009502502002,Bay Area,1066
21189,G06009502502003,Bay Area,1499
21190,G06009502503001,Bay Area,1165
21191,G06009502503002,Bay Area,1211
21192,G06009502503003,Bay Area,662
21193,G06009502504001,Bay Area,803
21194,G06009502504002,Bay Area,1453
21195,G06009502504003,Bay Area,746
21196,G06009502505011,Bay Area,933
21197,G06009502505012,Bay Area,1256
21198,G06009502505021,Bay Area,1601
21199,G06009502505022,Bay Area,1977
21200,G06009502506011,Bay Area,2072
21201,G06009502506012,Bay Area,2071
21202,G06009502506013,Bay Area,1146
21203,G06009502506041,Bay Area,1787
21204,G06009502506042,Bay Area,826
21205,G06009502506043,Bay Area,1404
21206,G06009502506051,Bay Area,857
21207,G06009502506052,Bay Area,876
21208,G06009502506053,Bay Area,1897
21209,G06009502507011,Bay Area,1854
21210,G06009502507012,Bay Area,1675
21211,G06009502508011,Bay Area,1855
21212,G06009502508012,Bay Area,904
21213,G06009502508013,Bay Area,1376
21214,G06009502509001,Bay Area,981
21215,G06009502509002,Bay Area,1673
21216,G06009502510001,Bay Area,767
21217,G06009502510002,Bay Area,793
21218,G06009502510003,Bay Area,1094
21219,G06009502511001,Bay Area,2184
21220,G06009502511002,Bay Area,940
21221,G06009502512001,Bay Area,1588
21222,G06009502512002,Bay Area,1244
21223,G06009502512003,Bay Area,831
21224,G06009502513001,Bay Area,741
21225,G06009502513002,Bay Area,1057
21226,G06009502513003,Bay Area,1171
21227,G06009502514001,Bay Area,2184
21228,G06009502514002,Bay Area,1740
21229,G06009502514003,Bay Area,1975
21230,G06009502515001,Bay Area,920
21231,G06009502515002,Bay Area,1202
21232,G06009502515003,Bay Area,2204
21233,G06009502516001,Bay Area,839
21234,G06009502516002,Bay Area,1741
21235,G06009502517011,Bay Area,1637
21236,G06009502517012,Bay Area,1574
21237,G06009502517021,Bay Area,876
21238,G06009502517022,Bay Area,1747
21239,G06009502518021,Bay Area,2770
21240,G06009502518031,Bay Area,719
21241,G06009502518032,Bay Area,1561
21242,G06009502518033,Bay Area,1571
21243,G06009502518034,Bay Area,995
21244,G06009502518041,Bay Area,1346
21245,G06009502518042,Bay Area,1109
21246,G06009502518043,Bay Area,1030
21247,G06009502519011,Bay Area,1994
21248,G06009502519012,Bay Area,1327
21249,G06009502519013,Bay Area,1798
21250,G06009502519021,Bay Area,1151
21251,G06009502519022,Bay Area,1829
21252,G06009502519023,Bay Area,784
21253,G06009502519024,Bay Area,2409
21254,G06009502519031,Bay Area,1251
21255,G06009502519032,Bay Area,2715
21256,G06009502519033,Bay Area,1997
21257,G06009502520001,Bay Area,1449
21258,G06009502520002,Bay Area,1009
21259,G06009502520003,Bay Area,1155
21260,G06009502520004,Bay Area,1126
21261,G06009502521021,Bay Area,1926
21262,G06009502521022,Bay Area,1974
21263,G06009502521031,Bay Area,602
21264,G06009502521032,Bay Area,2458
21265,G06009502521033,Bay Area,2693
21266,G06009502521041,Bay Area,2280
21267,G06009502521042,Bay Area,1494
21268,G06009502521043,Bay Area,1885
21269,G06009502521051,Bay Area,1903
21270,G06009502521052,Bay Area,1402
21271,G06009502521061,Bay Area,1453
21272,G06009502521062,Bay Area,1442
21273,G06009502521063,Bay Area,1291
21274,G06009502521071,Bay Area,2347
21275,G06009502521072,Bay Area,1392
21276,G06009502521081,Bay Area,1513
21277,G06009502521082,Bay Area,1640
21278,G06009502522011,Bay Area,4147
21279,G06009502522012,Bay Area,297
21280,G06009502522013,Bay Area,623
21281,G06009502522014,Bay Area,4354
21282,G06009502522021,Bay Area,1673
21283,G06009502522022,Bay Area,2279
21284,G06009502522023,Bay Area,1735
21285,G06009502522024,Bay Area,5696
21286,G06009502523051,Bay Area,2713
21287,G06009502523052,Bay Area,711
21288,G06009502523053,Bay Area,1912
21289,G06009502523061,Bay Area,1617
21290,G06009502523062,Bay Area,1736
21291,G06009502523101,Bay Area,1866
21292,G06009502523102,Bay Area,1047
21293,G06009502523111,Bay Area,1282
21294,G06009502523112,Bay Area,1979
21295,G06009502523113,Bay Area,1051
21296,G06009502523121,Bay Area,2027
21297,G06009502523122,Bay Area,2011
21298,G06009502523131,Bay Area,1032
21299,G06009502523132,Bay Area,1169
21300,G06009502523133,Bay Area,3426
21301,G06009502523141,Bay Area,1034
21302,G06009502523142,Bay Area,1023
21303,G06009502523143,Bay Area,2164
21304,G06009502523151,Bay Area,1228
21305,G06009502523152,Bay Area,1039
21306,G06009502523153,Bay Area,1768
21307,G06009502523161,Bay Area,1938
21308,G06009502523162,Bay Area,1560
21309,G06009502523171,Bay Area,3878
21310,G06009502523172,Bay Area,6253
21311,G06009502524011,Bay Area,988
21312,G06009502524012,Bay Area,1042
21313,G06009502524013,Bay Area,1334
21314,G06009502524014,Bay Area,1341
21315,G06009502524021,Bay Area,1421
21316,G06009502524022,Bay Area,2156
21317,G06009502524023,Bay Area,1972
21318,G06009502525011,Bay Area,408
21319,G06009502525012,Bay Area,2408
21320,G06009502525021,Bay Area,778
21321,G06009502525022,Bay Area,1328
21322,G06009502526041,Bay Area,720
21323,G06009502526042,Bay Area,1834
21324,G06009502526043,Bay Area,1346
21325,G06009502526051,Bay Area,2960
21326,G06009502526052,Bay Area,2298
21327,G06009502526053,Bay Area,968
21328,G06009502526061,Bay Area,1718
21329,G06009502526062,Bay Area,1377
21330,G06009502526063,Bay Area,2370
21331,G06009502526071,Bay Area,1226
21332,G06009502526072,Bay Area,2672
21333,G06009502526081,Bay Area,1296
21334,G06009502526082,Bay Area,2864
21335,G06009502526101,Bay Area,1473
21336,G06009502526102,Bay Area,1661
21337,G06009502526111,Bay Area,1927
21338,G06009502526112,Bay Area,993
21339,G06009502526113,Bay Area,1091
21340,G06009502527021,Bay Area,1167
21341,G06009502527022,Bay Area,1390
21342,G06009502527023,Bay Area,682
21343,G06009502527024,Bay Area,1440
21344,G06009502527025,Bay Area,1240
21345,G06009502527026,Bay Area,679
21346,G06009502527031,Bay Area,1283
21347,G06009502527032,Bay Area,1419
21348,G06009502527033,Bay Area,1735
21349,G06009502527041,Bay Area,1083
21350,G06009502527042,Bay Area,679
21351,G06009502527043,Bay Area,1185
21352,G06009502527044,Bay Area,535
21353,G06009502527045,Bay Area,1928
21354,G06009502527051,Bay Area,1140
21355,G06009502527052,Bay Area,932
21356,G06009502527053,Bay Area,690
21357,G06009502527054,Bay Area,1828
21358,G06009502527055,Bay Area,1347
21359,G06009502527061,Bay Area,4087
21360,G06009502527071,Bay Area,2855
21361,G06009502527072,Bay Area,1762
21362,G06009502527073,Bay Area,616
21363,G06009502528011,Bay Area,110
21364,G06009502528012,Bay Area,0
21365,G06009502528013,Bay Area,1120
21366,G06009502528014,Bay Area,1013
21367,G06009502528015,Bay Area,771
21368,G06009502528021,Bay Area,663
21369,G06009502528022,Bay Area,275
21370,G06009502529031,Bay Area,909
21371,G06009502529032,Bay Area,951
21372,G06009502529033,Bay Area,1225
21373,G06009502529034,Bay Area,772
21374,G06009502529041,Bay Area,1672
21375,G06009502529042,Bay Area,4550
21376,G06009502529043,Bay Area,894
21377,G06009502529081,Bay Area,1057
21378,G06009502529082,Bay Area,1890
21379,G06009502529083,Bay Area,1046
21380,G06009502529091,Bay Area,1521
21381,G06009502529092,Bay Area,1950
21382,G06009502529101,Bay Area,1159
21383,G06009502529102,Bay Area,1281
21384,G06009502529103,Bay Area,2096
21385,G06009502529104,Bay Area,1074
21386,G06009502529111,Bay Area,1577
21387,G06009502529112,Bay Area,1189
21388,G06009502529113,Bay Area,821
21389,G06009502529114,Bay Area,1231
21390,G06009502529121,Bay Area,1343
21391,G06009502529122,Bay Area,777
21392,G06009502529123,Bay Area,907
21393,G06009502529124,Bay Area,1345
21394,G06009502529125,Bay Area,1296
21395,G06009502529131,Bay Area,1329
21396,G06009502529132,Bay Area,877
21397,G06009502529133,Bay Area,976
21398,G06009502529134,Bay Area,1674
21399,G06009502529141,Bay Area,3346
21400,G06009502529142,Bay Area,1459
21401,G06009502529143,Bay Area,1525
21402,G06009502529151,Bay Area,1522
21403,G06009502529152,Bay Area,3804
21404,G06009502530001,Bay Area,6720
21405,G06009502531011,Bay Area,699
21406,G06009502531012,Bay Area,971
21407,G06009502531013,Bay Area,1013
21408,G06009502531014,Bay Area,701
21409,G06009502531015,Bay Area,1247
21410,G06009502531016,Bay Area,881
21411,G06009502531051,Bay Area,1711
21412,G06009502531052,Bay Area,1380
21413,G06009502531053,Bay Area,937
21414,G06009502531054,Bay Area,1538
21415,G06009502531055,Bay Area,1018
21416,G06009502531061,Bay Area,685
21417,G06009502531062,Bay Area,1076
21418,G06009502531063,Bay Area,1914
21419,G06009502531071,Bay Area,444
21420,G06009502531072,Bay Area,2102
21421,G06009502531073,Bay Area,2667
21422,G06009502531074,Bay Area,928
21423,G06009502531081,Bay Area,1893
21424,G06009502531082,Bay Area,1017
21425,G06009502531083,Bay Area,1837
21426,G06009502532011,Bay Area,1551
21427,G06009502532012,Bay Area,991
21428,G06009502532013,Bay Area,1056
21429,G06009502532014,Bay Area,1190
21430,G06009502532031,Bay Area,1574
21431,G06009502532032,Bay Area,1529
21432,G06009502532033,Bay Area,1020
21433,G06009502532041,Bay Area,1721
21434,G06009502532042,Bay Area,1316
21435,G06009502532043,Bay Area,1374
21436,G06009502532044,Bay Area,1032
21437,G06009502532045,Bay Area,1843
21438,G06009502532051,Bay Area,1106
21439,G06009502532052,Bay Area,695
21440,G06009502532053,Bay Area,1170
