OID_,GISJOIN,REGION
7535,G06003705027003,Los Angeles
7536,G06003705027004,Los Angeles
7537,G06003705027005,Los Angeles
7538,G06003705028011,Los Angeles
7539,G06003705028012,Los Angeles
7540,G06003705028013,Los Angeles
7541,G06003705028014,Los Angeles
7542,G06003705028015,Los Angeles
7543,G06003705028021,Los Angeles
7544,G06003705028022,Los Angeles
7545,G06003705029011,Los Angeles
7546,G06003705029012,Los Angeles
7547,G06003705029013,Los Angeles
7548,G06003705029021,Los Angeles
7549,G06003705029022,Los Angeles
7550,G06003705029023,Los Angeles
7551,G06003705030001,Los Angeles
7552,G06003705030002,Los Angeles
7553,G06003705030003,Los Angeles
7554,G06003705031031,Los Angeles
7555,G06003705031032,Los Angeles
7556,G06003705031033,Los Angeles
7557,G06003705031034,Los Angeles
7558,G06003705031041,Los Angeles
7559,G06003705031042,Los Angeles
7560,G06003705031051,Los Angeles
7561,G06003705031052,Los Angeles
7562,G06003705031061,Los Angeles
7563,G06003705031062,Los Angeles
7564,G06003705031063,Los Angeles
7565,G06003705032011,Los Angeles
7566,G06003705032012,Los Angeles
7567,G06003705032013,Los Angeles
7568,G06003705032021,Los Angeles
7569,G06003705032022,Los Angeles
7570,G06003705032023,Los Angeles
7571,G06003705033011,Los Angeles
7572,G06003705033012,Los Angeles
7573,G06003705033013,Los Angeles
7574,G06003705033014,Los Angeles
7575,G06003705033021,Los Angeles
7576,G06003705033022,Los Angeles
7577,G06003705033023,Los Angeles
7578,G06003705034011,Los Angeles
7579,G06003705034012,Los Angeles
7580,G06003705034013,Los Angeles
7581,G06003705034014,Los Angeles
7582,G06003705034015,Los Angeles
7583,G06003705034021,Los Angeles
7584,G06003705034022,Los Angeles
7585,G06003705034023,Los Angeles
7586,G06003705035011,Los Angeles
7587,G06003705035012,Los Angeles
7588,G06003705035013,Los Angeles
7589,G06003705035021,Los Angeles
7590,G06003705035022,Los Angeles
7591,G06003705035023,Los Angeles
7592,G06003705035024,Los Angeles
7593,G06003705036011,Los Angeles
7594,G06003705036012,Los Angeles
7595,G06003705036013,Los Angeles
7596,G06003705036021,Los Angeles
7597,G06003705036022,Los Angeles
7598,G06003705037011,Los Angeles
7599,G06003705037012,Los Angeles
7600,G06003705037021,Los Angeles
7601,G06003705037022,Los Angeles
7602,G06003705037031,Los Angeles
7603,G06003705037032,Los Angeles
7604,G06003705037033,Los Angeles
7605,G06003705038011,Los Angeles
7606,G06003705038012,Los Angeles
7607,G06003705038013,Los Angeles
7608,G06003705038014,Los Angeles
7609,G06003705038021,Los Angeles
7610,G06003705038022,Los Angeles
7611,G06003705038023,Los Angeles
7612,G06003705039011,Los Angeles
7613,G06003705039012,Los Angeles
7614,G06003705039021,Los Angeles
7615,G06003705039022,Los Angeles
7616,G06003705039023,Los Angeles
7617,G06003705039024,Los Angeles
7618,G06003705040011,Los Angeles
7619,G06003705040012,Los Angeles
7620,G06003705040013,Los Angeles
7621,G06003705040021,Los Angeles
7622,G06003705040022,Los Angeles
7623,G06003705040023,Los Angeles
7624,G06003705040024,Los Angeles
7625,G06003705040025,Los Angeles
7626,G06003705041011,Los Angeles
7627,G06003705041012,Los Angeles
7628,G06003705041013,Los Angeles
7629,G06003705041021,Los Angeles
7630,G06003705300031,Los Angeles
7631,G06003705300032,Los Angeles
7632,G06003705300041,Los Angeles
7633,G06003705300042,Los Angeles
7634,G06003705300051,Los Angeles
7635,G06003705300052,Los Angeles
7636,G06003705300061,Los Angeles
7637,G06003705300062,Los Angeles
7638,G06003705301011,Los Angeles
7639,G06003705301012,Los Angeles
7640,G06003705301013,Los Angeles
7641,G06003705301014,Los Angeles
7642,G06003705301021,Los Angeles
7643,G06003705301022,Los Angeles
7644,G06003705301023,Los Angeles
7645,G06003705301024,Los Angeles
7646,G06003705302021,Los Angeles
7647,G06003705302022,Los Angeles
7648,G06003705302023,Los Angeles
7649,G06003705302031,Los Angeles
7650,G06003705302032,Los Angeles
7651,G06003705302041,Los Angeles
7652,G06003705302042,Los Angeles
7653,G06003705303011,Los Angeles
7654,G06003705303012,Los Angeles
7655,G06003705303021,Los Angeles
7656,G06003705303022,Los Angeles
7657,G06003705303023,Los Angeles
7658,G06003705303024,Los Angeles
7659,G06003705304001,Los Angeles
7660,G06003705304002,Los Angeles
7661,G06003705305001,Los Angeles
7662,G06003705305002,Los Angeles
7663,G06003705305003,Los Angeles
7664,G06003705305004,Los Angeles
7665,G06003705306011,Los Angeles
7666,G06003705306012,Los Angeles
7667,G06003705306021,Los Angeles
7668,G06003705307001,Los Angeles
7669,G06003705308011,Los Angeles
7670,G06003705308012,Los Angeles
7671,G06003705308013,Los Angeles
7672,G06003705308014,Los Angeles
7673,G06003705308021,Los Angeles
7674,G06003705308022,Los Angeles
7675,G06003705309011,Los Angeles
7676,G06003705309012,Los Angeles
7677,G06003705309013,Los Angeles
7678,G06003705309021,Los Angeles
7679,G06003705309022,Los Angeles
7680,G06003705310001,Los Angeles
7681,G06003705310002,Los Angeles
7682,G06003705310003,Los Angeles
7683,G06003705311011,Los Angeles
7684,G06003705311012,Los Angeles
7685,G06003705311013,Los Angeles
7686,G06003705311014,Los Angeles
7687,G06003705311021,Los Angeles
7688,G06003705311022,Los Angeles
7689,G06003705312011,Los Angeles
7690,G06003705312012,Los Angeles
7691,G06003705312021,Los Angeles
7692,G06003705312022,Los Angeles
7693,G06003705313011,Los Angeles
7694,G06003705313012,Los Angeles
7695,G06003705313013,Los Angeles
7696,G06003705313014,Los Angeles
7697,G06003705313021,Los Angeles
7698,G06003705313022,Los Angeles
7699,G06003705313023,Los Angeles
7700,G06003705313024,Los Angeles
7701,G06003705313025,Los Angeles
7702,G06003705315021,Los Angeles
7703,G06003705315022,Los Angeles
7704,G06003705315023,Los Angeles
7705,G06003705315024,Los Angeles
7706,G06003705315031,Los Angeles
7707,G06003705315032,Los Angeles
7708,G06003705315041,Los Angeles
7709,G06003705315042,Los Angeles
7710,G06003705316021,Los Angeles
7711,G06003705316022,Los Angeles
7712,G06003705316023,Los Angeles
7713,G06003705316031,Los Angeles
7714,G06003705316032,Los Angeles
7715,G06003705316041,Los Angeles
7716,G06003705316042,Los Angeles
7717,G06003705317011,Los Angeles
7718,G06003705317012,Los Angeles
7719,G06003705317021,Los Angeles
7720,G06003705317022,Los Angeles
7721,G06003705317023,Los Angeles
7722,G06003705317024,Los Angeles
7723,G06003705318001,Los Angeles
7724,G06003705318002,Los Angeles
7725,G06003705318003,Los Angeles
7726,G06003705319011,Los Angeles
7727,G06003705319012,Los Angeles
7728,G06003705319013,Los Angeles
7729,G06003705319014,Los Angeles
7730,G06003705319021,Los Angeles
7731,G06003705319022,Los Angeles
7732,G06003705319023,Los Angeles
7733,G06003705320011,Los Angeles
7734,G06003705320012,Los Angeles
7735,G06003705320021,Los Angeles
7736,G06003705320022,Los Angeles
7737,G06003705321011,Los Angeles
7738,G06003705321012,Los Angeles
7739,G06003705321013,Los Angeles
7740,G06003705321021,Los Angeles
7741,G06003705321022,Los Angeles
7742,G06003705322001,Los Angeles
7743,G06003705322002,Los Angeles
7744,G06003705322003,Los Angeles
7745,G06003705323021,Los Angeles
7746,G06003705323022,Los Angeles
7747,G06003705323023,Los Angeles
7748,G06003705323024,Los Angeles
7749,G06003705323031,Los Angeles
7750,G06003705323032,Los Angeles
7751,G06003705323033,Los Angeles
7752,G06003705323041,Los Angeles
7753,G06003705323042,Los Angeles
7754,G06003705324001,Los Angeles
7755,G06003705325001,Los Angeles
7756,G06003705325002,Los Angeles
7757,G06003705325003,Los Angeles
7758,G06003705326031,Los Angeles
7759,G06003705326032,Los Angeles
7760,G06003705326033,Los Angeles
7761,G06003705326041,Los Angeles
7762,G06003705326042,Los Angeles
7763,G06003705326051,Los Angeles
7764,G06003705326052,Los Angeles
7765,G06003705326053,Los Angeles
7766,G06003705326061,Los Angeles
7767,G06003705326062,Los Angeles
7768,G06003705326063,Los Angeles
7769,G06003705327001,Los Angeles
7770,G06003705327002,Los Angeles
7771,G06003705328001,Los Angeles
7772,G06003705328002,Los Angeles
7773,G06003705329001,Los Angeles
7774,G06003705329002,Los Angeles
7775,G06003705329003,Los Angeles
7776,G06003705329004,Los Angeles
7777,G06003705330011,Los Angeles
7778,G06003705330012,Los Angeles
7779,G06003705330013,Los Angeles
7780,G06003705330021,Los Angeles
7781,G06003705330022,Los Angeles
7782,G06003705331031,Los Angeles
7783,G06003705331032,Los Angeles
7784,G06003705331041,Los Angeles
7785,G06003705331042,Los Angeles
7786,G06003705331051,Los Angeles
7787,G06003705331061,Los Angeles
7788,G06003705331062,Los Angeles
7789,G06003705331071,Los Angeles
7790,G06003705331072,Los Angeles
7791,G06003705332011,Los Angeles
7792,G06003705332012,Los Angeles
7793,G06003705332021,Los Angeles
7794,G06003705332022,Los Angeles
7795,G06003705332031,Los Angeles
7796,G06003705332032,Los Angeles
7797,G06003705333001,Los Angeles
7798,G06003705333002,Los Angeles
7799,G06003705334011,Los Angeles
7800,G06003705334012,Los Angeles
7801,G06003705334013,Los Angeles
7802,G06003705334021,Los Angeles
7803,G06003705334022,Los Angeles
7804,G06003705334031,Los Angeles
7805,G06003705334032,Los Angeles
7806,G06003705335011,Los Angeles
7807,G06003705335012,Los Angeles
7808,G06003705335021,Los Angeles
7809,G06003705335022,Los Angeles
7810,G06003705335031,Los Angeles
7811,G06003705335032,Los Angeles
7812,G06003705336011,Los Angeles
7813,G06003705336012,Los Angeles
7814,G06003705336013,Los Angeles
7815,G06003705336021,Los Angeles
7816,G06003705336022,Los Angeles
7817,G06003705336023,Los Angeles
7818,G06003705336031,Los Angeles
7819,G06003705336032,Los Angeles
7820,G06003705336033,Los Angeles
7821,G06003705337011,Los Angeles
7822,G06003705337012,Los Angeles
7823,G06003705337021,Los Angeles
7824,G06003705337022,Los Angeles
7825,G06003705337031,Los Angeles
7826,G06003705337032,Los Angeles
7827,G06003705338031,Los Angeles
7828,G06003705338032,Los Angeles
7829,G06003705338033,Los Angeles
7830,G06003705338034,Los Angeles
7831,G06003705338041,Los Angeles
7832,G06003705338042,Los Angeles
7833,G06003705338051,Los Angeles
7834,G06003705338052,Los Angeles
7835,G06003705338053,Los Angeles
7836,G06003705338061,Los Angeles
7837,G06003705338062,Los Angeles
7838,G06003705339011,Los Angeles
7839,G06003705339012,Los Angeles
7840,G06003705339013,Los Angeles
7841,G06003705339014,Los Angeles
7842,G06003705339021,Los Angeles
7843,G06003705339022,Los Angeles
7844,G06003705340011,Los Angeles
7845,G06003705340012,Los Angeles
7846,G06003705340013,Los Angeles
7847,G06003705340021,Los Angeles
7848,G06003705340022,Los Angeles
7849,G06003705341011,Los Angeles
7850,G06003705341012,Los Angeles
7851,G06003705341013,Los Angeles
7852,G06003705341021,Los Angeles
7853,G06003705341022,Los Angeles
7854,G06003705341023,Los Angeles
7855,G06003705341024,Los Angeles
7856,G06003705342011,Los Angeles
7857,G06003705342012,Los Angeles
7858,G06003705342021,Los Angeles
7859,G06003705342022,Los Angeles
7860,G06003705342023,Los Angeles
7861,G06003705342031,Los Angeles
7862,G06003705342032,Los Angeles
7863,G06003705343011,Los Angeles
7864,G06003705343012,Los Angeles
7865,G06003705343021,Los Angeles
7866,G06003705343022,Los Angeles
7867,G06003705344031,Los Angeles
7868,G06003705344041,Los Angeles
7869,G06003705344042,Los Angeles
7870,G06003705344051,Los Angeles
7871,G06003705344052,Los Angeles
7872,G06003705344061,Los Angeles
7873,G06003705344062,Los Angeles
7874,G06003705345011,Los Angeles
7875,G06003705345012,Los Angeles
7876,G06003705345013,Los Angeles
7877,G06003705345021,Los Angeles
7878,G06003705345022,Los Angeles
7879,G06003705345023,Los Angeles
7880,G06003705347001,Los Angeles
7881,G06003705348021,Los Angeles
7882,G06003705348022,Los Angeles
7883,G06003705348031,Los Angeles
7884,G06003705348032,Los Angeles
7885,G06003705348041,Los Angeles
7886,G06003705348042,Los Angeles
7887,G06003705349001,Los Angeles
7888,G06003705349002,Los Angeles
7889,G06003705349003,Los Angeles
7890,G06003705349004,Los Angeles
7891,G06003705350011,Los Angeles
7892,G06003705350012,Los Angeles
7893,G06003705350013,Los Angeles
7894,G06003705350021,Los Angeles
7895,G06003705350022,Los Angeles
7896,G06003705350023,Los Angeles
7897,G06003705351011,Los Angeles
7898,G06003705351012,Los Angeles
7899,G06003705351013,Los Angeles
7900,G06003705351014,Los Angeles
7901,G06003705351015,Los Angeles
7902,G06003705351021,Los Angeles
7903,G06003705351022,Los Angeles
7904,G06003705351023,Los Angeles
7905,G06003705352001,Los Angeles
7906,G06003705352002,Los Angeles
7907,G06003705352003,Los Angeles
7908,G06003705353001,Los Angeles
7909,G06003705353002,Los Angeles
7910,G06003705353003,Los Angeles
7911,G06003705353004,Los Angeles
7912,G06003705353005,Los Angeles
7913,G06003705354001,Los Angeles
7914,G06003705354002,Los Angeles
7915,G06003705354003,Los Angeles
7916,G06003705355011,Los Angeles
7917,G06003705355012,Los Angeles
7918,G06003705355021,Los Angeles
7919,G06003705355022,Los Angeles
7920,G06003705355031,Los Angeles
7921,G06003705356031,Los Angeles
7922,G06003705356032,Los Angeles
7923,G06003705356041,Los Angeles
7924,G06003705356042,Los Angeles
7925,G06003705356051,Los Angeles
7926,G06003705356052,Los Angeles
7927,G06003705356061,Los Angeles
7928,G06003705356071,Los Angeles
7929,G06003705356072,Los Angeles
7930,G06003705356073,Los Angeles
7931,G06003705356074,Los Angeles
7932,G06003705357011,Los Angeles
7933,G06003705357012,Los Angeles
7934,G06003705357013,Los Angeles
7935,G06003705357021,Los Angeles
7936,G06003705357022,Los Angeles
7937,G06003705357023,Los Angeles
7938,G06003705357024,Los Angeles
7939,G06003705358021,Los Angeles
7940,G06003705358022,Los Angeles
7941,G06003705358023,Los Angeles
7942,G06003705358024,Los Angeles
7943,G06003705358031,Los Angeles
7944,G06003705358032,Los Angeles
7945,G06003705358033,Los Angeles
7946,G06003705358041,Los Angeles
7947,G06003705358042,Los Angeles
7948,G06003705359011,Los Angeles
7949,G06003705359012,Los Angeles
7950,G06003705359013,Los Angeles
7951,G06003705359014,Los Angeles
7952,G06003705359021,Los Angeles
7953,G06003705359022,Los Angeles
7954,G06003705359023,Los Angeles
7955,G06003705359024,Los Angeles
7956,G06003705360001,Los Angeles
7957,G06003705360002,Los Angeles
7958,G06003705361021,Los Angeles
7959,G06003705361022,Los Angeles
7960,G06003705361023,Los Angeles
7961,G06003705361031,Los Angeles
7962,G06003705361032,Los Angeles
7963,G06003705361033,Los Angeles
7964,G06003705361041,Los Angeles
7965,G06003705361042,Los Angeles
7966,G06003705361043,Los Angeles
7967,G06003705361044,Los Angeles
7968,G06003705362001,Los Angeles
7969,G06003705362002,Los Angeles
7970,G06003705362003,Los Angeles
7971,G06003705362004,Los Angeles
7972,G06003705362005,Los Angeles
7973,G06003705400001,Los Angeles
7974,G06003705400002,Los Angeles
7975,G06003705400003,Los Angeles
7976,G06003705400004,Los Angeles
7977,G06003705401011,Los Angeles
7978,G06003705401012,Los Angeles
7979,G06003705401013,Los Angeles
7980,G06003705401014,Los Angeles
7981,G06003705401021,Los Angeles
7982,G06003705401022,Los Angeles
7983,G06003705401023,Los Angeles
7984,G06003705401024,Los Angeles
7985,G06003705402011,Los Angeles
7986,G06003705402012,Los Angeles
7987,G06003705402021,Los Angeles
7988,G06003705402022,Los Angeles
7989,G06003705402023,Los Angeles
7990,G06003705402024,Los Angeles
7991,G06003705402031,Los Angeles
7992,G06003705402032,Los Angeles
7993,G06003705402033,Los Angeles
7994,G06003705403001,Los Angeles
7995,G06003705403002,Los Angeles
7996,G06003705403003,Los Angeles
7997,G06003705403004,Los Angeles
7998,G06003705404001,Los Angeles
7999,G06003705404002,Los Angeles
8000,G06003705405011,Los Angeles
8001,G06003705405012,Los Angeles
8002,G06003705405013,Los Angeles
8003,G06003705405014,Los Angeles
8004,G06003705405021,Los Angeles
8005,G06003705405022,Los Angeles
8006,G06003705405023,Los Angeles
8007,G06003705406001,Los Angeles
8008,G06003705406002,Los Angeles
8009,G06003705407001,Los Angeles
8010,G06003705407002,Los Angeles
8011,G06003705407003,Los Angeles
8012,G06003705408001,Los Angeles
8013,G06003705408002,Los Angeles
8014,G06003705408003,Los Angeles
8015,G06003705408004,Los Angeles
8016,G06003705408005,Los Angeles
8017,G06003705409011,Los Angeles
8018,G06003705409012,Los Angeles
8019,G06003705409013,Los Angeles
8020,G06003705409014,Los Angeles
8021,G06003705409021,Los Angeles
8022,G06003705409022,Los Angeles
8023,G06003705409023,Los Angeles
8024,G06003705409024,Los Angeles
8025,G06003705410011,Los Angeles
8026,G06003705410021,Los Angeles
8027,G06003705411001,Los Angeles
8028,G06003705411002,Los Angeles
8029,G06003705411003,Los Angeles
8030,G06003705412001,Los Angeles
8031,G06003705412002,Los Angeles
8032,G06003705412003,Los Angeles
8033,G06003705412004,Los Angeles
8034,G06003705412005,Los Angeles
8035,G06003705413001,Los Angeles
8036,G06003705413002,Los Angeles
8037,G06003705413003,Los Angeles
8038,G06003705413004,Los Angeles
8039,G06003705413005,Los Angeles
8040,G06003705414001,Los Angeles
8041,G06003705414002,Los Angeles
8042,G06003705414003,Los Angeles
8043,G06003705414004,Los Angeles
8044,G06003705414005,Los Angeles
8045,G06003705415001,Los Angeles
8046,G06003705415002,Los Angeles
8047,G06003705415003,Los Angeles
8048,G06003705415004,Los Angeles
8049,G06003705416031,Los Angeles
8050,G06003705416032,Los Angeles
8051,G06003705416041,Los Angeles
8052,G06003705416042,Los Angeles
8053,G06003705416043,Los Angeles
8054,G06003705416051,Los Angeles
8055,G06003705416052,Los Angeles
8056,G06003705416053,Los Angeles
8057,G06003705416061,Los Angeles
8058,G06003705416062,Los Angeles
8059,G06003705417001,Los Angeles
8060,G06003705417002,Los Angeles
8061,G06003705417003,Los Angeles
8062,G06003705417004,Los Angeles
8063,G06003705417005,Los Angeles
8064,G06003705417006,Los Angeles
8065,G06003705418011,Los Angeles
8066,G06003705418012,Los Angeles
8067,G06003705418013,Los Angeles
8068,G06003705418021,Los Angeles
8069,G06003705418022,Los Angeles
8070,G06003705418023,Los Angeles
8071,G06003705418024,Los Angeles
8072,G06003705420001,Los Angeles
8073,G06003705420002,Los Angeles
8074,G06003705420003,Los Angeles
8075,G06003705421031,Los Angeles
8076,G06003705421032,Los Angeles
