OID_,GISJOIN,REGION
20923,G06008701210003,Central Coast
20924,G06008701211001,Central Coast
20925,G06008701211002,Central Coast
20926,G06008701212001,Central Coast
20927,G06008701212002,Central Coast
20928,G06008701212003,Central Coast
20929,G06008701212004,Central Coast
20930,G06008701212005,Central Coast
20931,G06008701213001,Central Coast
20932,G06008701213002,Central Coast
20933,G06008701213003,Central Coast
20934,G06008701213004,Central Coast
20935,G06008701214011,Central Coast
20936,G06008701214012,Central Coast
20937,G06008701214021,Central Coast
20938,G06008701214022,Central Coast
20939,G06008701214023,Central Coast
20940,G06008701214031,Central Coast
20941,G06008701214032,Central Coast
20942,G06008701214033,Central Coast
20943,G06008701215001,Central Coast
20944,G06008701215002,Central Coast
20945,G06008701215003,Central Coast
20946,G06008701215004,Central Coast
20947,G06008701215005,Central Coast
20948,G06008701216001,Central Coast
20949,G06008701216002,Central Coast
20950,G06008701216003,Central Coast
20951,G06008701216004,Central Coast
20952,G06008701216005,Central Coast
20953,G06008701217001,Central Coast
20954,G06008701217002,Central Coast
20955,G06008701217003,Central Coast
20956,G06008701217004,Central Coast
20957,G06008701217005,Central Coast
20958,G06008701217006,Central Coast
20959,G06008701218001,Central Coast
20960,G06008701218002,Central Coast
20961,G06008701218003,Central Coast
20962,G06008701218004,Central Coast
20963,G06008701220011,Central Coast
20964,G06008701220012,Central Coast
20965,G06008701220013,Central Coast
20966,G06008701220014,Central Coast
20967,G06008701220015,Central Coast
20968,G06008701220021,Central Coast
20969,G06008701220022,Central Coast
20970,G06008701220031,Central Coast
20971,G06008701220032,Central Coast
20972,G06008701220033,Central Coast
20973,G06008701220034,Central Coast
20974,G06008701220035,Central Coast
20975,G06008701221001,Central Coast
20976,G06008701221002,Central Coast
20977,G06008701221003,Central Coast
20978,G06008701222011,Central Coast
20979,G06008701222012,Central Coast
20980,G06008701222013,Central Coast
20981,G06008701222014,Central Coast
20982,G06008701222015,Central Coast
20983,G06008701222016,Central Coast
20984,G06008701222017,Central Coast
20985,G06008701222021,Central Coast
20986,G06008701222031,Central Coast
20987,G06008701222032,Central Coast
20988,G06008701223001,Central Coast
20989,G06008701223002,Central Coast
20990,G06008701223003,Central Coast
20991,G06008701224001,Bay Area
20992,G06008701224002,Central Coast
20993,G06008701224003,Central Coast
20994,G06008701224004,Central Coast
20995,G06008701224005,Central Coast
20996,G06008701224006,Central Coast
20997,G06008701225001,Central Coast
20998,G06008701225002,Central Coast
20999,G06008701225003,Central Coast
21000,G06008701225004,Central Coast
21001,G06008701231001,Central Coast
21002,G06008701231002,Central Coast
21003,G06008701233001,Bay Area
21004,G06008900101001,Northern California
21005,G06008900101002,Northern California
21006,G06008900102001,Northern California
21007,G06008900103001,Northern California
21008,G06008900103002,Northern California
21009,G06008900104001,Northern California
21010,G06008900104002,Northern California
21011,G06008900104003,Northern California
21012,G06008900104004,Northern California
21013,G06008900105001,Northern California
21014,G06008900105002,Northern California
21015,G06008900105003,Northern California
21016,G06008900106011,Northern California
21017,G06008900106012,Northern California
21018,G06008900106021,Northern California
21019,G06008900106022,Northern California
21020,G06008900106023,Northern California
21021,G06008900106024,Northern California
21022,G06008900106031,Northern California
21023,G06008900106032,Northern California
21024,G06008900107021,Northern California
21025,G06008900107022,Northern California
21026,G06008900107031,Northern California
21027,G06008900107032,Northern California
21028,G06008900107041,Northern California
21029,G06008900107042,Northern California
21030,G06008900107043,Northern California
21031,G06008900108031,Northern California
21032,G06008900108032,Northern California
21033,G06008900108033,Northern California
21034,G06008900108041,Northern California
21035,G06008900108042,Northern California
21036,G06008900108051,Northern California
21037,G06008900108052,Northern California
21038,G06008900108061,Northern California
21039,G06008900108062,Northern California
21040,G06008900108071,Northern California
21041,G06008900108072,Northern California
21042,G06008900109001,Northern California
21043,G06008900109002,Northern California
21044,G06008900110011,Northern California
21045,G06008900110012,Northern California
21046,G06008900110021,Northern California
21047,G06008900110022,Northern California
21048,G06008900110023,Northern California
21049,G06008900110024,Northern California
21050,G06008900111001,Northern California
21051,G06008900111002,Northern California
21052,G06008900112091,Northern California
21053,G06008900112092,Northern California
21054,G06008900112093,Northern California
21055,G06008900112094,Northern California
21056,G06008900113001,Northern California
21057,G06008900113002,Northern California
21058,G06008900113003,Northern California
21059,G06008900113004,Northern California
21060,G06008900114011,Northern California
21061,G06008900114012,Northern California
21062,G06008900114013,Northern California
21063,G06008900114021,Northern California
21064,G06008900114022,Northern California
21065,G06008900114031,Northern California
21066,G06008900114032,Northern California
21067,G06008900115001,Northern California
21068,G06008900115002,Northern California
21069,G06008900115003,Northern California
21070,G06008900115004,Northern California
21071,G06008900116001,Northern California
21072,G06008900116002,Northern California
21073,G06008900116003,Northern California
21074,G06008900117011,Northern California
21075,G06008900117012,Northern California
21076,G06008900117021,Northern California
21077,G06008900117022,Northern California
21078,G06008900117023,Northern California
21079,G06008900117031,Northern California
21080,G06008900117032,Northern California
21081,G06008900117033,Northern California
21082,G06008900118011,Northern California
21083,G06008900118012,Northern California
21084,G06008900118021,Northern California
21085,G06008900118022,Northern California
21086,G06008900118031,Northern California
21087,G06008900118032,Northern California
21088,G06008900118033,Northern California
21089,G06008900119001,Northern California
21090,G06008900119002,Northern California
21091,G06008900119003,Northern California
21092,G06008900119004,Northern California
21093,G06008900120001,Northern California
21094,G06008900120002,Northern California
21095,G06008900120003,Northern California
21096,G06008900120004,Northern California
21097,G06008900121011,Northern California
21098,G06008900121012,Northern California
21099,G06008900121013,Northern California
21100,G06008900121021,Northern California
21101,G06008900121022,Northern California
21102,G06008900122001,Northern California
21103,G06008900122002,Central Valley
21104,G06008900122003,Northern California
21105,G06008900122004,Northern California
21106,G06008900123011,Northern California
21107,G06008900123012,Northern California
21108,G06008900123021,Northern California
21109,G06008900123022,Northern California
21110,G06008900123023,Northern California
21111,G06008900123024,Northern California
21112,G06008900123031,Central Valley
21113,G06008900123032,Northern California
21114,G06008900124001,Northern California
21115,G06008900124002,Central Valley
21116,G06008900124003,Northern California
21117,G06008900125001,Northern California
21118,G06008900125002,Northern California
21119,G06008900126011,Northern California
21120,G06008900126012,Northern California
21121,G06008900126013,Northern California
21122,G06008900126031,Central Valley
21123,G06008900126032,Northern California
21124,G06008900126033,Northern California
21125,G06008900126034,Central Valley
21126,G06008900126041,Northern California
21127,G06008900126042,Northern California
21128,G06008900127011,Northern California
21129,G06008900127012,Northern California
21130,G06008900127013,Northern California
21131,G06008900127014,Northern California
21132,G06008900127021,Northern California
21133,G06008900127022,Northern California
21134,G06008900127023,Northern California
21135,G06009100100001,Northern California
21136,G06009100100002,Sierra Nevada
21137,G06009100100003,Central Valley
21138,G06009100100004,Central Valley
21139,G06009100100005,Sierra Nevada
21140,G06009300001001,Northern California
21141,G06009300002001,Northern California
21142,G06009300003001,Northern California
21143,G06009300003002,Northern California
21144,G06009300003003,Northern California
21145,G06009300004001,Northern California
21146,G06009300005001,Northern California
21147,G06009300005002,Northern California
21148,G06009300005003,Northern California
21149,G06009300006001,Northern California
21150,G06009300007011,Northern California
21151,G06009300007012,Northern California
21152,G06009300007013,Northern California
21153,G06009300007014,Northern California
21154,G06009300007021,Northern California
21155,G06009300007022,Northern California
21156,G06009300007031,Northern California
21157,G06009300007032,Northern California
21158,G06009300007033,Northern California
21159,G06009300008001,Northern California
21160,G06009300008002,Northern California
21161,G06009300008003,Northern California
21162,G06009300009001,Northern California
21163,G06009300009002,Northern California
21164,G06009300009003,Northern California
21165,G06009300009004,Northern California
21166,G06009300009005,Northern California
21167,G06009300009006,Northern California
21168,G06009300010001,Northern California
21169,G06009300010002,Northern California
21170,G06009300010003,Northern California
21171,G06009300010004,Northern California
21172,G06009300010005,Northern California
21173,G06009300011001,Northern California
21174,G06009300011002,Northern California
21175,G06009300011003,Northern California
21176,G06009300012001,Northern California
21177,G06009502501031,Bay Area
21178,G06009502501032,Bay Area
21179,G06009502501033,Bay Area
21180,G06009502501041,Bay Area
21181,G06009502501042,Bay Area
21182,G06009502501051,Bay Area
21183,G06009502501052,Bay Area
21184,G06009502501053,Bay Area
21185,G06009502501061,Bay Area
21186,G06009502501062,Bay Area
21187,G06009502502001,Bay Area
21188,G06009502502002,Bay Area
21189,G06009502502003,Bay Area
21190,G06009502503001,Bay Area
21191,G06009502503002,Bay Area
21192,G06009502503003,Bay Area
21193,G06009502504001,Bay Area
21194,G06009502504002,Bay Area
21195,G06009502504003,Bay Area
21196,G06009502505011,Bay Area
21197,G06009502505012,Bay Area
21198,G06009502505021,Bay Area
21199,G06009502505022,Bay Area
21200,G06009502506011,Bay Area
21201,G06009502506012,Bay Area
21202,G06009502506013,Bay Area
21203,G06009502506041,Bay Area
21204,G06009502506042,Bay Area
21205,G06009502506043,Bay Area
21206,G06009502506051,Bay Area
21207,G06009502506052,Bay Area
21208,G06009502506053,Bay Area
21209,G06009502507011,Bay Area
21210,G06009502507012,Bay Area
21211,G06009502508011,Bay Area
21212,G06009502508012,Bay Area
21213,G06009502508013,Bay Area
21214,G06009502509001,Bay Area
21215,G06009502509002,Bay Area
21216,G06009502510001,Bay Area
21217,G06009502510002,Bay Area
21218,G06009502510003,Bay Area
21219,G06009502511001,Bay Area
21220,G06009502511002,Bay Area
21221,G06009502512001,Bay Area
21222,G06009502512002,Bay Area
21223,G06009502512003,Bay Area
21224,G06009502513001,Bay Area
21225,G06009502513002,Bay Area
21226,G06009502513003,Bay Area
21227,G06009502514001,Bay Area
21228,G06009502514002,Bay Area
21229,G06009502514003,Bay Area
21230,G06009502515001,Bay Area
21231,G06009502515002,Bay Area
21232,G06009502515003,Bay Area
21233,G06009502516001,Bay Area
21234,G06009502516002,Bay Area
21235,G06009502517011,Bay Area
21236,G06009502517012,Bay Area
21237,G06009502517021,Bay Area
21238,G06009502517022,Bay Area
21239,G06009502518021,Bay Area
21240,G06009502518031,Bay Area
21241,G06009502518032,Bay Area
21242,G06009502518033,Bay Area
21243,G06009502518034,Bay Area
21244,G06009502518041,Bay Area
21245,G06009502518042,Bay Area
21246,G06009502518043,Bay Area
21247,G06009502519011,Bay Area
21248,G06009502519012,Bay Area
21249,G06009502519013,Bay Area
21250,G06009502519021,Bay Area
21251,G06009502519022,Bay Area
21252,G06009502519023,Bay Area
21253,G06009502519024,Bay Area
21254,G06009502519031,Bay Area
21255,G06009502519032,Bay Area
21256,G06009502519033,Bay Area
21257,G06009502520001,Bay Area
21258,G06009502520002,Bay Area
21259,G06009502520003,Bay Area
21260,G06009502520004,Bay Area
21261,G06009502521021,Bay Area
21262,G06009502521022,Bay Area
21263,G06009502521031,Bay Area
21264,G06009502521032,Bay Area
21265,G06009502521033,Bay Area
21266,G06009502521041,Bay Area
21267,G06009502521042,Bay Area
21268,G06009502521043,Bay Area
21269,G06009502521051,Bay Area
21270,G06009502521052,Bay Area
21271,G06009502521061,Bay Area
21272,G06009502521062,Bay Area
21273,G06009502521063,Bay Area
21274,G06009502521071,Bay Area
21275,G06009502521072,Bay Area
21276,G06009502521081,Bay Area
21277,G06009502521082,Bay Area
21278,G06009502522011,Bay Area
21279,G06009502522012,Bay Area
21280,G06009502522013,Bay Area
21281,G06009502522014,Bay Area
21282,G06009502522021,Bay Area
21283,G06009502522022,Bay Area
21284,G06009502522023,Bay Area
21285,G06009502522024,Bay Area
21286,G06009502523051,Bay Area
21287,G06009502523052,Bay Area
21288,G06009502523053,Bay Area
21289,G06009502523061,Bay Area
21290,G06009502523062,Bay Area
21291,G06009502523101,Bay Area
21292,G06009502523102,Bay Area
21293,G06009502523111,Bay Area
21294,G06009502523112,Bay Area
21295,G06009502523113,Bay Area
21296,G06009502523121,Bay Area
21297,G06009502523122,Bay Area
21298,G06009502523131,Bay Area
21299,G06009502523132,Bay Area
21300,G06009502523133,Bay Area
21301,G06009502523141,Bay Area
21302,G06009502523142,Bay Area
21303,G06009502523143,Bay Area
21304,G06009502523151,Bay Area
21305,G06009502523152,Bay Area
21306,G06009502523153,Bay Area
21307,G06009502523161,Bay Area
21308,G06009502523162,Bay Area
21309,G06009502523171,Bay Area
21310,G06009502523172,Bay Area
21311,G06009502524011,Bay Area
21312,G06009502524012,Bay Area
21313,G06009502524013,Bay Area
21314,G06009502524014,Bay Area
21315,G06009502524021,Bay Area
21316,G06009502524022,Bay Area
21317,G06009502524023,Bay Area
21318,G06009502525011,Bay Area
21319,G06009502525012,Bay Area
21320,G06009502525021,Bay Area
21321,G06009502525022,Bay Area
21322,G06009502526041,Bay Area
21323,G06009502526042,Bay Area
21324,G06009502526043,Bay Area
21325,G06009502526051,Bay Area
21326,G06009502526052,Bay Area
21327,G06009502526053,Bay Area
21328,G06009502526061,Bay Area
21329,G06009502526062,Bay Area
21330,G06009502526063,Bay Area
21331,G06009502526071,Bay Area
21332,G06009502526072,Bay Area
21333,G06009502526081,Bay Area
21334,G06009502526082,Bay Area
21335,G06009502526101,Bay Area
21336,G06009502526102,Bay Area
21337,G06009502526111,Bay Area
21338,G06009502526112,Bay Area
21339,G06009502526113,Bay Area
21340,G06009502527021,Bay Area
21341,G06009502527022,Bay Area
21342,G06009502527023,Bay Area
21343,G06009502527024,Bay Area
21344,G06009502527025,Bay Area
21345,G06009502527026,Bay Area
21346,G06009502527031,Bay Area
21347,G06009502527032,Bay Area
21348,G06009502527033,Bay Area
21349,G06009502527041,Bay Area
21350,G06009502527042,Bay Area
21351,G06009502527043,Bay Area
21352,G06009502527044,Bay Area
21353,G06009502527045,Bay Area
21354,G06009502527051,Bay Area
21355,G06009502527052,Bay Area
21356,G06009502527053,Bay Area
21357,G06009502527054,Bay Area
21358,G06009502527055,Bay Area
21359,G06009502527061,Bay Area
21360,G06009502527071,Bay Area
21361,G06009502527072,Bay Area
21362,G06009502527073,Bay Area
21363,G06009502528011,Bay Area
21364,G06009502528012,Bay Area
21365,G06009502528013,Bay Area
21366,G06009502528014,Bay Area
21367,G06009502528015,Bay Area
21368,G06009502528021,Bay Area
21369,G06009502528022,Bay Area
21370,G06009502529031,Bay Area
21371,G06009502529032,Bay Area
21372,G06009502529033,Bay Area
21373,G06009502529034,Bay Area
21374,G06009502529041,Bay Area
21375,G06009502529042,Bay Area
21376,G06009502529043,Bay Area
21377,G06009502529081,Bay Area
21378,G06009502529082,Bay Area
21379,G06009502529083,Bay Area
21380,G06009502529091,Bay Area
21381,G06009502529092,Bay Area
21382,G06009502529101,Bay Area
21383,G06009502529102,Bay Area
21384,G06009502529103,Bay Area
21385,G06009502529104,Bay Area
21386,G06009502529111,Bay Area
21387,G06009502529112,Bay Area
21388,G06009502529113,Bay Area
21389,G06009502529114,Bay Area
21390,G06009502529121,Bay Area
21391,G06009502529122,Bay Area
21392,G06009502529123,Bay Area
21393,G06009502529124,Bay Area
21394,G06009502529125,Bay Area
21395,G06009502529131,Bay Area
21396,G06009502529132,Bay Area
21397,G06009502529133,Bay Area
21398,G06009502529134,Bay Area
21399,G06009502529141,Bay Area
21400,G06009502529142,Bay Area
21401,G06009502529143,Bay Area
21402,G06009502529151,Bay Area
21403,G06009502529152,Bay Area
21404,G06009502530001,Bay Area
21405,G06009502531011,Bay Area
21406,G06009502531012,Bay Area
21407,G06009502531013,Bay Area
21408,G06009502531014,Bay Area
21409,G06009502531015,Bay Area
21410,G06009502531016,Bay Area
21411,G06009502531051,Bay Area
21412,G06009502531052,Bay Area
21413,G06009502531053,Bay Area
21414,G06009502531054,Bay Area
21415,G06009502531055,Bay Area
21416,G06009502531061,Bay Area
21417,G06009502531062,Bay Area
21418,G06009502531063,Bay Area
21419,G06009502531071,Bay Area
21420,G06009502531072,Bay Area
21421,G06009502531073,Bay Area
21422,G06009502531074,Bay Area
21423,G06009502531081,Bay Area
21424,G06009502531082,Bay Area
21425,G06009502531083,Bay Area
21426,G06009502532011,Bay Area
21427,G06009502532012,Bay Area
21428,G06009502532013,Bay Area
21429,G06009502532014,Bay Area
21430,G06009502532031,Bay Area
21431,G06009502532032,Bay Area
21432,G06009502532033,Bay Area
21433,G06009502532041,Bay Area
21434,G06009502532042,Bay Area
21435,G06009502532043,Bay Area
21436,G06009502532044,Bay Area
21437,G06009502532045,Bay Area
21438,G06009502532051,Bay Area
21439,G06009502532052,Bay Area
21440,G06009502532053,Bay Area
21441,G06009502532061,Bay Area
21442,G06009502532062,Bay Area
21443,G06009502533001,Bay Area
21444,G06009502533002,Bay Area
21445,G06009502534021,Bay Area
21446,G06009502534022,Bay Area
21447,G06009502534023,Bay Area
21448,G06009502534024,Bay Area
21449,G06009502534025,Bay Area
21450,G06009502534031,Bay Area
21451,G06009502534032,Bay Area
21452,G06009502534033,Bay Area
21453,G06009502534041,Bay Area
21454,G06009502534042,Bay Area
21455,G06009502534043,Bay Area
21456,G06009502534044,Bay Area
21457,G06009502535001,Bay Area
21458,G06009502535002,Bay Area
21459,G06009502535003,Bay Area
21460,G06009502535004,Bay Area
21461,G06009509800001,Bay Area
21462,G06009701501001,Bay Area
21463,G06009701501002,Bay Area
21464,G06009701501003,Bay Area
21465,G06009701502021,Bay Area
21466,G06009701502022,Bay Area
21467,G06009701502023,Bay Area
21468,G06009701502024,Bay Area
21469,G06009701502025,Bay Area
21470,G06009701502031,Bay Area
21471,G06009701502032,Bay Area
21472,G06009701502033,Bay Area
21473,G06009701502041,Bay Area
21474,G06009701502042,Bay Area
21475,G06009701502043,Bay Area
21476,G06009701503031,Bay Area
21477,G06009701503032,Bay Area
21478,G06009701503033,Bay Area
21479,G06009701503034,Bay Area
21480,G06009701503041,Bay Area
21481,G06009701503042,Bay Area
21482,G06009701503043,Bay Area
21483,G06009701503044,Bay Area
21484,G06009701503051,Bay Area
21485,G06009701503052,Bay Area
21486,G06009701503053,Bay Area
21487,G06009701503054,Bay Area
21488,G06009701503061,Bay Area
21489,G06009701503062,Bay Area
21490,G06009701503063,Bay Area
21491,G06009701505001,Bay Area
21492,G06009701505002,Bay Area
21493,G06009701505003,Bay Area
21494,G06009701505004,Bay Area
21495,G06009701505005,Bay Area
21496,G06009701505006,Bay Area
21497,G06009701506011,Bay Area
21498,G06009701506012,Bay Area
21499,G06009701506013,Bay Area
21500,G06009701506014,Bay Area
21501,G06009701506021,Bay Area
21502,G06009701506022,Bay Area
21503,G06009701506023,Bay Area
21504,G06009701506024,Bay Area
21505,G06009701506031,Bay Area
21506,G06009701506032,Bay Area
21507,G06009701506033,Bay Area
21508,G06009701506034,Bay Area
21509,G06009701506035,Bay Area
21510,G06009701506036,Bay Area
21511,G06009701506071,Bay Area
21512,G06009701506072,Bay Area
21513,G06009701506073,Bay Area
21514,G06009701506091,Bay Area
21515,G06009701506092,Bay Area
21516,G06009701506093,Bay Area
21517,G06009701506094,Bay Area
21518,G06009701506101,Bay Area
21519,G06009701506102,Bay Area
21520,G06009701506103,Bay Area
21521,G06009701506111,Bay Area
21522,G06009701506112,Bay Area
21523,G06009701506113,Bay Area
21524,G06009701506121,Bay Area
21525,G06009701506122,Bay Area
21526,G06009701507011,Bay Area
21527,G06009701507012,Bay Area
21528,G06009701507013,Bay Area
21529,G06009701507014,Bay Area
21530,G06009701507021,Bay Area
21531,G06009701507022,Bay Area
21532,G06009701507023,Bay Area
21533,G06009701507024,Bay Area
21534,G06009701508001,Bay Area
21535,G06009701508002,Bay Area
21536,G06009701508003,Bay Area
21537,G06009701508004,Bay Area
21538,G06009701509011,Bay Area
21539,G06009701509012,Bay Area
21540,G06009701509013,Bay Area
21541,G06009701509014,Bay Area
21542,G06009701509015,Bay Area
21543,G06009701509021,Bay Area
21544,G06009701509022,Bay Area
21545,G06009701509023,Bay Area
21546,G06009701509024,Bay Area
21547,G06009701510001,Bay Area
21548,G06009701510002,Bay Area
21549,G06009701510003,Bay Area
21550,G06009701511001,Bay Area
21551,G06009701511002,Bay Area
21552,G06009701511003,Bay Area
21553,G06009701512011,Bay Area
21554,G06009701512012,Bay Area
21555,G06009701512013,Bay Area
21556,G06009701512014,Bay Area
21557,G06009701512015,Bay Area
21558,G06009701512031,Bay Area
21559,G06009701512032,Bay Area
21560,G06009701512033,Bay Area
21561,G06009701512034,Bay Area
21562,G06009701512041,Bay Area
21563,G06009701512042,Bay Area
21564,G06009701512043,Bay Area
21565,G06009701513011,Bay Area
21566,G06009701513012,Bay Area
21567,G06009701513013,Bay Area
21568,G06009701513051,Bay Area
21569,G06009701513052,Bay Area
21570,G06009701513053,Bay Area
21571,G06009701513054,Bay Area
21572,G06009701513061,Bay Area
21573,G06009701513062,Bay Area
21574,G06009701513063,Bay Area
21575,G06009701513064,Bay Area
21576,G06009701513071,Bay Area
21577,G06009701513072,Bay Area
21578,G06009701513073,Bay Area
21579,G06009701513074,Bay Area
21580,G06009701513081,Bay Area
21581,G06009701513082,Bay Area
21582,G06009701513083,Bay Area
21583,G06009701513084,Bay Area
21584,G06009701513085,Bay Area
21585,G06009701513091,Bay Area
21586,G06009701513092,Bay Area
21587,G06009701513093,Bay Area
21588,G06009701513101,Bay Area
21589,G06009701513102,Bay Area
21590,G06009701513103,Bay Area
21591,G06009701513104,Bay Area
21592,G06009701513111,Bay Area
21593,G06009701513112,Bay Area
21594,G06009701513113,Bay Area
21595,G06009701513114,Bay Area
21596,G06009701513115,Bay Area
21597,G06009701514011,Bay Area
21598,G06009701514012,Bay Area
21599,G06009701514013,Bay Area
21600,G06009701514021,Bay Area
21601,G06009701514022,Bay Area
21602,G06009701514023,Bay Area
21603,G06009701514024,Bay Area
21604,G06009701514025,Bay Area
21605,G06009701515021,Bay Area
21606,G06009701515022,Bay Area
21607,G06009701515023,Bay Area
21608,G06009701515024,Bay Area
21609,G06009701515025,Bay Area
21610,G06009701515026,Bay Area
21611,G06009701515031,Bay Area
21612,G06009701515032,Bay Area
21613,G06009701515033,Bay Area
21614,G06009701515041,Bay Area
21615,G06009701515042,Bay Area
21616,G06009701515043,Bay Area
21617,G06009701516011,Bay Area
21618,G06009701516012,Bay Area
21619,G06009701516013,Bay Area
21620,G06009701516021,Bay Area
21621,G06009701516022,Bay Area
21622,G06009701516023,Bay Area
21623,G06009701517001,Bay Area
21624,G06009701517002,Bay Area
21625,G06009701517003,Bay Area
21626,G06009701517004,Bay Area
21627,G06009701517005,Bay Area
21628,G06009701517006,Bay Area
21629,G06009701518001,Bay Area
21630,G06009701518002,Bay Area
21631,G06009701518003,Bay Area
21632,G06009701518004,Bay Area
21633,G06009701518005,Bay Area
21634,G06009701519001,Bay Area
21635,G06009701519002,Bay Area
21636,G06009701519003,Bay Area
21637,G06009701519004,Bay Area
21638,G06009701520001,Bay Area
21639,G06009701520002,Bay Area
21640,G06009701521001,Bay Area
21641,G06009701521002,Bay Area
21642,G06009701521003,Bay Area
21643,G06009701522011,Bay Area
21644,G06009701522012,Bay Area
21645,G06009701522013,Bay Area
21646,G06009701522014,Bay Area
21647,G06009701522021,Bay Area
21648,G06009701522022,Bay Area
21649,G06009701522023,Bay Area
21650,G06009701522024,Bay Area
21651,G06009701522025,Bay Area
21652,G06009701522031,Bay Area
21653,G06009701522032,Bay Area
21654,G06009701522033,Bay Area
21655,G06009701522034,Bay Area
21656,G06009701523001,Bay Area
21657,G06009701523002,Bay Area
21658,G06009701523003,Bay Area
21659,G06009701523004,Bay Area
21660,G06009701524001,Bay Area
21661,G06009701524002,Bay Area
21662,G06009701524003,Bay Area
21663,G06009701524004,Bay Area
21664,G06009701524005,Bay Area
21665,G06009701525011,Bay Area
21666,G06009701525012,Bay Area
21667,G06009701525013,Bay Area
21668,G06009701525021,Bay Area
21669,G06009701525022,Bay Area
21670,G06009701525023,Bay Area
21671,G06009701526001,Bay Area
21672,G06009701526002,Bay Area
21673,G06009701526003,Bay Area
21674,G06009701526004,Bay Area
21675,G06009701526005,Bay Area
21676,G06009701526006,Bay Area
21677,G06009701527011,Bay Area
21678,G06009701527012,Bay Area
21679,G06009701527013,Bay Area
21680,G06009701527014,Bay Area
21681,G06009701527015,Bay Area
21682,G06009701527021,Bay Area
21683,G06009701527022,Bay Area
21684,G06009701527023,Bay Area
21685,G06009701527024,Bay Area
21686,G06009701527025,Bay Area
21687,G06009701528011,Bay Area
21688,G06009701528012,Bay Area
21689,G06009701528013,Bay Area
21690,G06009701528014,Bay Area
21691,G06009701528015,Bay Area
21692,G06009701528021,Bay Area
21693,G06009701528022,Bay Area
21694,G06009701528023,Bay Area
21695,G06009701528024,Bay Area
21696,G06009701528025,Bay Area
21697,G06009701529031,Bay Area
21698,G06009701529032,Bay Area
21699,G06009701529033,Bay Area
21700,G06009701529034,Bay Area
21701,G06009701529041,Bay Area
21702,G06009701529042,Bay Area
21703,G06009701529043,Bay Area
21704,G06009701529044,Bay Area
21705,G06009701529051,Bay Area
21706,G06009701529052,Bay Area
21707,G06009701529053,Bay Area
21708,G06009701529061,Bay Area
21709,G06009701529062,Bay Area
21710,G06009701530011,Bay Area
21711,G06009701530012,Bay Area
21712,G06009701530013,Bay Area
21713,G06009701530021,Bay Area
21714,G06009701530022,Bay Area
21715,G06009701530023,Bay Area
21716,G06009701530024,Bay Area
21717,G06009701530025,Bay Area
21718,G06009701530031,Bay Area
21719,G06009701530032,Bay Area
21720,G06009701530033,Bay Area
21721,G06009701530034,Bay Area
21722,G06009701530051,Bay Area
21723,G06009701530052,Bay Area
21724,G06009701530053,Bay Area
21725,G06009701530054,Bay Area
21726,G06009701530055,Bay Area
21727,G06009701530056,Bay Area
21728,G06009701530061,Bay Area
21729,G06009701530062,Bay Area
21730,G06009701530063,Bay Area
21731,G06009701530064,Bay Area
21732,G06009701530065,Bay Area
21733,G06009701530066,Bay Area
21734,G06009701531021,Bay Area
21735,G06009701531022,Bay Area
21736,G06009701531023,Bay Area
21737,G06009701531024,Bay Area
21738,G06009701531031,Bay Area
21739,G06009701531032,Bay Area
21740,G06009701531033,Bay Area
21741,G06009701531041,Bay Area
21742,G06009701531042,Bay Area
21743,G06009701531043,Bay Area
21744,G06009701532001,Bay Area
21745,G06009701532002,Bay Area
21746,G06009701532003,Bay Area
21747,G06009701532004,Bay Area
21748,G06009701533001,Bay Area
21749,G06009701533002,Bay Area
21750,G06009701533003,Bay Area
21751,G06009701533004,Bay Area
21752,G06009701534011,Bay Area
21753,G06009701534012,Bay Area
21754,G06009701534013,Bay Area
21755,G06009701534014,Bay Area
21756,G06009701534015,Bay Area
21757,G06009701534016,Bay Area
21758,G06009701534031,Bay Area
21759,G06009701534032,Bay Area
21760,G06009701534033,Bay Area
21761,G06009701534034,Bay Area
21762,G06009701534041,Bay Area
21763,G06009701534042,Bay Area
21764,G06009701534043,Bay Area
21765,G06009701534044,Bay Area
21766,G06009701535011,Bay Area
21767,G06009701535012,Bay Area
21768,G06009701535013,Bay Area
21769,G06009701535014,Bay Area
21770,G06009701535021,Bay Area
21771,G06009701535022,Bay Area
21772,G06009701535023,Bay Area
21773,G06009701535024,Bay Area
21774,G06009701536001,Bay Area
21775,G06009701536002,Bay Area
21776,G06009701536003,Bay Area
21777,G06009701536004,Bay Area
21778,G06009701536005,Bay Area
21779,G06009701537031,Bay Area
21780,G06009701537032,Bay Area
21781,G06009701537033,Bay Area
21782,G06009701537034,Bay Area
21783,G06009701537035,Bay Area
21784,G06009701537041,Bay Area
21785,G06009701537042,Bay Area
21786,G06009701537043,Bay Area
21787,G06009701537044,Bay Area
21788,G06009701537051,Bay Area
21789,G06009701537052,Bay Area
21790,G06009701537053,Bay Area
21791,G06009701537054,Bay Area
21792,G06009701537061,Bay Area
21793,G06009701537062,Bay Area
21794,G06009701537063,Bay Area
21795,G06009701537064,Bay Area
21796,G06009701538011,Bay Area
21797,G06009701538012,Bay Area
21798,G06009701538013,Bay Area
21799,G06009701538014,Bay Area
21800,G06009701538041,Bay Area
21801,G06009701538042,Bay Area
21802,G06009701538061,Bay Area
21803,G06009701538062,Bay Area
21804,G06009701538063,Bay Area
21805,G06009701538071,Bay Area
